11331,Logging,Firms,"10,846","1,364","5,143","2,386","1,284","10,177",625,24,"10,826",20,,,,,,,,,,,,,,,,,,,,,,,,
11331,Logging,Establishments,"10,926","1,364","5,147","2,386","1,284","10,181",637,47,"10,865",61,,,,,,,,,,,,,,,,,,,,,,,,
11331,Logging,Employment,"69,007",0,"11,343","15,795","17,000","44,138","19,382","1,714","65,234","3,773",,,,,,,,,,,,,,,,,,,,,,,,
11331,Logging,"Annual Payroll ($1,000)","2,038,436","45,803","263,396","407,879","477,165","1,194,243","560,465","65,587","1,820,295","218,141",,,,,,,,,,,,,,,,,,,,,,,,
113310,Logging,Firms,"10,846","1,364","5,143","2,386","1,284","10,177",625,24,"10,826",20,,,,,,,,,,,,,,,,,,,,,,,,
113310,Logging,Establishments,"10,926","1,364","5,147","2,386","1,284","10,181",637,47,"10,865",61,,,,,,,,,,,,,,,,,,,,,,,,
113310,Logging,Employment,"69,007",0,"11,343","15,795","17,000","44,138","19,382","1,714","65,234","3,773",,,,,,,,,,,,,,,,,,,,,,,,
113310,Logging,"Annual Payroll ($1,000)","2,038,436","45,803","263,396","407,879","477,165","1,194,243","560,465","65,587","1,820,295","218,141",,,,,,,,,,,,,,,,,,,,,,,,
114,"Fishing, Hunting and Trapping",Firms,"2,478",921,"1,244",153,73,"2,391",68,13,"2,472",6,,,,,,,,,,,,,,,,,,,,,,,,
114,"Fishing, Hunting and Trapping",Establishments,"2,493",921,"1,244",153,73,"2,391",71,18,"2,480",13,,,,,,,,,,,,,,,,,,,,,,,,
114,"Fishing, Hunting and Trapping",Employment,"8,705",0,"1,987","1,011",991,"3,989",[g],[g],[i],[g],,,,,,,,,,,,,,,,,,,,,,,,
114,"Fishing, Hunting and Trapping","Annual Payroll ($1,000)","335,588","25,699","54,119","26,613","31,157","137,588",(D),(D),(D),(D),,,,,,,,,,,,,,,,,,,,,,,,
1141,Fishing,Firms,"2,084",833,"1,042",96,53,"2,024",44,11,"2,079",5,,,,,,,,,,,,,,,,,,,,,,,,
1141,Fishing,Establishments,"2,098",833,"1,042",96,53,"2,024",47,16,"2,087",11,,,,,,,,,,,,,,,,,,,,,,,,
1141,Fishing,Employment,"6,041",0,"1,626",629,705,"2,960","1,368","1,167","5,495",546,,,,,,,,,,,,,,,,,,,,,,,,
1141,Fishing,"Annual Payroll ($1,000)","250,602","24,193","46,557","19,625","26,142","116,517","49,542","49,432","215,491","35,111",,,,,,,,,,,,,,,,,,,,,,,,
11411,Fishing,Firms,"2,084",833,"1,042",96,53,"2,024",44,11,"2,079",5,,,,,,,,,,,,,,,,,,,,,,,,
11411,Fishing,Establishments,"2,098",833,"1,042",96,53,"2,024",47,16,"2,087",11,,,,,,,,,,,,,,,,,,,,,,,,
11411,Fishing,Employment,"6,041",0,"1,626",629,705,"2,960","1,368","1,167","5,495",546,,,,,,,,,,,,,,,,,,,,,,,,
11411,Fishing,"Annual Payroll ($1,000)","250,602","24,193","46,557","19,625","26,142","116,517","49,542","49,432","215,491","35,111",,,,,,,,,,,,,,,,,,,,,,,,
114111,Finfish Fishing,Firms,"1,155",450,588,55,27,"1,120",22,8,"1,150",5,,,,,,,,,,,,,,,,,,,,,,,,
114111,Finfish Fishing,Establishments,"1,167",450,588,55,27,"1,120",23,13,"1,156",11,,,,,,,,,,,,,,,,,,,,,,,,
114111,Finfish Fishing,Employment,"3,682",0,926,361,378,"1,665",[f],[f],"3,136",546,,,,,,,,,,,,,,,,,,,,,,,,
114111,Finfish Fishing,"Annual Payroll ($1,000)","178,065","15,258","27,260","12,277","16,689","71,484",(D),(D),"142,954","35,111",,,,,,,,,,,,,,,,,,,,,,,,
114112,Shellfish Fishing,Firms,921,383,449,40,26,898,20,3,921,0,,,,,,,,,,,,,,,,,,,,,,,,
114112,Shellfish Fishing,Establishments,923,383,449,40,26,898,22,3,923,0,,,,,,,,,,,,,,,,,,,,,,,,
114112,Shellfish Fishing,Employment,[g],0,[f],[e],327,"1,282",[f],[e],[g],0,,,,,,,,,,,,,,,,,,,,,,,,
114112,Shellfish Fishing,"Annual Payroll ($1,000)",(D),"8,935",(D),(D),"9,453","44,436",(D),(D),(D),0,,,,,,,,,,,,,,,,,,,,,,,,
114119,Other Marine Fishing,Firms,8,0,5,1,0,6,2,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,
114119,Other Marine Fishing,Establishments,8,0,5,1,0,6,2,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,
114119,Other Marine Fishing,Employment,[b],0,[a],[a],0,13,[b],0,[b],0,,,,,,,,,,,,,,,,,,,,,,,,
114119,Other Marine Fishing,"Annual Payroll ($1,000)",(D),0,(D),(D),0,597,(D),0,(D),0,,,,,,,,,,,,,,,,,,,,,,,,
1142,Hunting and Trapping,Firms,395,88,202,57,20,367,24,2,393,2,,,,,,,,,,,,,,,,,,,,,,,,
1142,Hunting and Trapping,Establishments,395,88,202,57,20,367,24,2,393,2,,,,,,,,,,,,,,,,,,,,,,,,
1142,Hunting and Trapping,Employment,"2,664",0,361,382,286,"1,029",[f],[e],[g],[f],,,,,,,,,,,,,,,,,,,,,,,,
1142,Hunting and Trapping,"Annual Payroll ($1,000)","84,986","1,506","7,562","6,988","5,015","21,071",(D),(D),(D),(D),,,,,,,,,,,,,,,,,,,,,,,,
11421,Hunting and Trapping,Firms,395,88,202,57,20,367,24,2,393,2,,,,,,,,,,,,,,,,,,,,,,,,
11421,Hunting and Trapping,Establishments,395,88,202,57,20,367,24,2,393,2,,,,,,,,,,,,,,,,,,,,,,,,
11421,Hunting and Trapping,Employment,"2,664",0,361,382,286,"1,029",[f],[e],[g],[f],,,,,,,,,,,,,,,,,,,,,,,,
11421,Hunting and Trapping,"Annual Payroll ($1,000)","84,986","1,506","7,562","6,988","5,015","21,071",(D),(D),(D),(D),,,,,,,,,,,,,,,,,,,,,,,,
114210,Hunting and Trapping,Firms,395,88,202,57,20,367,24,2,393,2,,,,,,,,,,,,,,,,,,,,,,,,
114210,Hunting and Trapping,Establishments,395,88,202,57,20,367,24,2,393,2,,,,,,,,,,,,,,,,,,,,,,,,
114210,Hunting and Trapping,Employment,"2,664",0,361,382,286,"1,029",[f],[e],[g],[f],,,,,,,,,,,,,,,,,,,,,,,,
114210,Hunting and Trapping,"Annual Payroll ($1,000)","84,986","1,506","7,562","6,988","5,015","21,071",(D),(D),(D),(D),,,,,,,,,,,,,,,,,,,,,,,,
115,Support Activities for Agriculture and Forestry,Firms,"10,882","1,985","5,602","1,578",782,"9,947",713,168,"10,828",54,,,,,,,,,,,,,,,,,,,,,,,,
115,Support Activities for Agriculture and Forestry,Establishments,"11,328","1,985","5,608","1,583",791,"9,967",768,316,"11,051",277,,,,,,,,,,,,,,,,,,,,,,,,
115,Support Activities for Agriculture and Forestry,Employment,"97,450",0,"10,998","10,257","10,307","31,562","27,533","22,730","81,825","15,625",,,,,,,,,,,,,,,,,,,,,,,,
115,Support Activities for Agriculture and Forestry,"Annual Payroll ($1,000)","2,575,932","65,948","275,517","277,427","275,405","894,297","713,251","520,917","2,128,465","447,467",,,,,,,,,,,,,,,,,,,,,,,,
1151,Support Activities for Crop Production,Firms,"4,912",951,"2,197",760,428,"4,336",415,128,"4,879",33,,,,,,,,,,,,,,,,,,,,,,,,
1151,Support Activities for Crop Production,Establishments,"5,243",951,"2,200",763,435,"4,349",443,233,"5,025",218,,,,,,,,,,,,,,,,,,,,,,,,
1151,Support Activities for Crop Production,Employment,"61,134",0,"4,514","4,988","5,738","15,240","16,666","16,819","48,725","12,409",,,,,,,,,,,,,,,,,,,,,,,,
1151,Support Activities for Crop Production,"Annual Payroll ($1,000)","1,677,444","43,978","141,657","159,759","176,727","522,121","451,714","369,499","1,343,334","334,110",,,,,,,,,,,,,,,,,,,,,,,,
11511,Support Activities for Crop Production,Firms,"4,912",951,"2,197",760,428,"4,336",415,128,"4,879",33,,,,,,,,,,,,,,,,,,,,,,,,
11511,Support Activities for Crop Production,Establishments,"5,243",951,"2,200",763,435,"4,349",443,233,"5,025",218,,,,,,,,,,,,,,,,,,,,,,,,
11511,Support Activities for Crop Production,Employment,"61,134",0,"4,514","4,988","5,738","15,240","16,666","16,819","48,725","12,409",,,,,,,,,,,,,,,,,,,,,,,,
11511,Support Activities for Crop Production,"Annual Payroll ($1,000)","1,677,444","43,978","141,657","159,759","176,727","522,121","451,714","369,499","1,343,334","334,110",,,,,,,,,,,,,,,,,,,,,,,,
115111,Cotton Ginning,Firms,278,24,89,58,56,227,45,4,276,2,,,,,,,,,,,,,,,,,,,,,,,,
115111,Cotton Ginning,Establishments,300,24,89,58,57,228,47,19,294,6,,,,,,,,,,,,,,,,,,,,,,,,
115111,Cotton Ginning,Employment,"2,748",0,218,378,704,"1,300","1,311",[c],[h],[a],,,,,,,,,,,,,,,,,,,,,,,,
115111,Cotton Ginning,"Annual Payroll ($1,000)","98,631","3,538","10,102","17,464","24,398","55,502","33,152",(D),(D),(D),,,,,,,,,,,,,,,,,,,,,,,,
115112,"Soil Preparation, Planting, and Cultivating",Firms,"2,254",471,"1,128",376,170,"2,145",90,15,"2,250",4,,,,,,,,,,,,,,,,,,,,,,,,
115112,"Soil Preparation, Planting, and Cultivating",Establishments,"2,316",471,"1,128",377,171,"2,147",91,15,"2,253",63,,,,,,,,,,,,,,,,,,,,,,,,
115112,"Soil Preparation, Planting, and Cultivating",Employment,"12,997",0,"2,346","2,476","2,253","7,075","3,178",[g],[j],[g],,,,,,,,,,,,,,,,,,,,,,,,
115112,"Soil Preparation, Planting, and Cultivating","Annual Payroll ($1,000)","409,527","12,831","68,243","77,654","69,086","227,814","92,344",(D),(D),(D),,,,,,,,,,,,,,,,,,,,,,,,
115113,"Crop Harvesting, Primarily by Machine",Firms,373,97,174,40,31,342,21,8,371,2,,,,,,,,,,,,,,,,,,,,,,,,
115113,"Crop Harvesting, Primarily by Machine",Establishments,374,97,174,40,31,342,21,9,372,2,,,,,,,,,,,,,,,,,,,,,,,,
115113,"Crop Harvesting, Primarily by Machine",Employment,"3,022",0,349,244,414,"1,007",811,[e],[g],[f],,,,,,,,,,,,,,,,,,,,,,,,
115113,"Crop Harvesting, Primarily by Machine","Annual Payroll ($1,000)","70,093","5,567","11,159","6,808","11,945","35,479","18,121",(D),(D),(D),,,,,,,,,,,,,,,,,,,,,,,,
115114,Postharvest Crop Activities (except Cotton Ginning),Firms,905,118,249,153,98,618,178,82,878,27,,,,,,,,,,,,,,,,,,,,,,,,
115114,Postharvest Crop Activities (except Cotton Ginning),Establishments,"1,112",118,249,155,101,623,200,148,971,141,,,,,,,,,,,,,,,,,,,,,,,,
115114,Postharvest Crop Activities (except Cotton Ginning),Employment,"31,204",0,525,"1,002","1,340","2,867","7,669","11,096","21,632","9,572",,,,,,,,,,,,,,,,,,,,,,,,
115114,Postharvest Crop Activities (except Cotton Ginning),"Annual Payroll ($1,000)","841,431","10,186","20,902","33,060","39,585","103,733","231,831","228,576","564,140","277,291",,,,,,,,,,,,,,,,,,,,,,,,
115115,Farm Labor Contractors and Crew Leaders,Firms,531,148,220,68,34,470,45,15,530,1,,,,,,,,,,,,,,,,,,,,,,,,
115115,Farm Labor Contractors and Crew Leaders,Establishments,533,148,220,68,34,470,45,15,530,3,,,,,,,,,,,,,,,,,,,,,,,,
115115,Farm Labor Contractors and Crew Leaders,Employment,"6,446",0,422,472,479,"1,373","2,098",[g],[i],[f],,,,,,,,,,,,,,,,,,,,,,,,
115115,Farm Labor Contractors and Crew Leaders,"Annual Payroll ($1,000)","124,932","9,032","12,964","10,758","11,415","44,169","38,659",(D),(D),(D),,,,,,,,,,,,,,,,,,,,,,,,
115116,Farm Management Services,Firms,590,93,338,65,41,537,38,12,587,3,,,,,,,,,,,,,,,,,,,,,,,,
115116,Farm Management Services,Establishments,608,93,340,65,41,539,39,27,605,3,,,,,,,,,,,,,,,,,,,,,,,,
115116,Farm Management Services,Employment,"4,717",0,654,416,548,"1,618","1,599",[g],[h],[c],,,,,,,,,,,,,,,,,,,,,,,,
115116,Farm Management Services,"Annual Payroll ($1,000)","132,830","2,824","18,287","14,015","20,298","55,424","37,607",(D),(D),(D),,,,,,,,,,,,,,,,,,,,,,,,
1152,Support Activities for Animal Production,Firms,"4,230",618,"2,563",620,244,"4,045",153,22,"4,220",10,,,,,,,,,,,,,,,,,,,,,,,,
1152,Support Activities for Animal Production,Establishments,"4,299",618,"2,566",622,245,"4,051",156,65,"4,272",27,,,,,,,,,,,,,,,,,,,,,,,,
1152,Support Activities for Animal Production,Employment,"21,159",0,"4,847","3,962","3,095","11,904","5,080","3,024","20,008","1,151",,,,,,,,,,,,,,,,,,,,,,,,
1152,Support Activities for Animal Production,"Annual Payroll ($1,000)","502,164","11,108","86,869","76,955","62,025","236,957","115,711","106,223","458,891","43,273",,,,,,,,,,,,,,,,,,,,,,,,
11521,Support Activities for Animal Production,Firms,"4,230",618,"2,563",620,244,"4,045",153,22,"4,220",10,,,,,,,,,,,,,,,,,,,,,,,,
11521,Support Activities for Animal Production,Establishments,"4,299",618,"2,566",622,245,"4,051",156,65,"4,272",27,,,,,,,,,,,,,,,,,,,,,,,,
11521,Support Activities for Animal Production,Employment,"21,159",0,"4,847","3,962","3,095","11,904","5,080","3,024","20,008","1,151",,,,,,,,,,,,,,,,,,,,,,,,
11521,Support Activities for Animal Production,"Annual Payroll ($1,000)","502,164","11,108","86,869","76,955","62,025","236,957","115,711","106,223","458,891","43,273",,,,,,,,,,,,,,,,,,,,,,,,
115210,Support Activities for Animal Production,Firms,"4,230",618,"2,563",620,244,"4,045",153,22,"4,220",10,,,,,,,,,,,,,,,,,,,,,,,,
115210,Support Activities for Animal Production,Establishments,"4,299",618,"2,566",622,245,"4,051",156,65,"4,272",27,,,,,,,,,,,,,,,,,,,,,,,,
115210,Support Activities for Animal Production,Employment,"21,159",0,"4,847","3,962","3,095","11,904","5,080","3,024","20,008","1,151",,,,,,,,,,,,,,,,,,,,,,,,
115210,Support Activities for Animal Production,"Annual Payroll ($1,000)","502,164","11,108","86,869","76,955","62,025","236,957","115,711","106,223","458,891","43,273",,,,,,,,,,,,,,,,,,,,,,,,
1153,Support Activities for Forestry,Firms,"1,742",416,842,198,110,"1,566",145,18,"1,729",13,,,,,,,,,,,,,,,,,,,,,,,,
1153,Support Activities for Forestry,Establishments,"1,786",416,842,198,111,"1,567",169,18,"1,754",32,,,,,,,,,,,,,,,,,,,,,,,,
1153,Support Activities for Forestry,Employment,"15,157",0,"1,637","1,307","1,474","4,418","5,787","2,887","13,092","2,065",,,,,,,,,,,,,,,,,,,,,,,,
1153,Support Activities for Forestry,"Annual Payroll ($1,000)","396,324","10,862","46,991","40,713","36,653","135,219","145,826","45,195","326,240","70,084",,,,,,,,,,,,,,,,,,,,,,,,
11531,Support Activities for Forestry,Firms,"1,742",416,842,198,110,"1,566",145,18,"1,729",13,,,,,,,,,,,,,,,,,,,,,,,,
11531,Support Activities for Forestry,Establishments,"1,786",416,842,198,111,"1,567",169,18,"1,754",32,,,,,,,,,,,,,,,,,,,,,,,,
11531,Support Activities for Forestry,Employment,"15,157",0,"1,637","1,307","1,474","4,418","5,787","2,887","13,092","2,065",,,,,,,,,,,,,,,,,,,,,,,,
11531,Support Activities for Forestry,"Annual Payroll ($1,000)","396,324","10,862","46,991","40,713","36,653","135,219","145,826","45,195","326,240","70,084",,,,,,,,,,,,,,,,,,,,,,,,
115310,Support Activities for Forestry,Firms,"1,742",416,842,198,110,"1,566",145,18,"1,729",13,,,,,,,,,,,,,,,,,,,,,,,,
115310,Support Activities for Forestry,Establishments,"1,786",416,842,198,111,"1,567",169,18,"1,754",32,,,,,,,,,,,,,,,,,,,,,,,,
115310,Support Activities for Forestry,Employment,"15,157",0,"1,637","1,307","1,474","4,418","5,787","2,887","13,092","2,065",,,,,,,,,,,,,,,,,,,,,,,,
115310,Support Activities for Forestry,"Annual Payroll ($1,000)","396,324","10,862","46,991","40,713","36,653","135,219","145,826","45,195","326,240","70,084",,,,,,,,,,,,,,,,,,,,,,,,
21,Mining,Firms,"18,605","2,135","8,490","2,886","2,120","15,631","2,184",475,"18,290",315,,,,,,,,,,,,,,,,,,,,,,,,
21,Mining,Establishments,"23,842","2,138","8,519","2,968","2,254","15,879","2,802","1,328","20,009","3,833",,,,,,,,,,,,,,,,,,,,,,,,
21,Mining,Employment,"470,280",0,"17,309","19,044","28,397","64,750","80,963","65,411","211,124","259,156",,,,,,,,,,,,,,,,,,,,,,,,
21,Mining,"Annual Payroll ($1,000)","26,749,492","171,613","658,048","797,296","1,214,543","2,841,500","3,900,406","3,668,915","10,410,821","16,338,671",,,,,,,,,,,,,,,,,,,,,,,,
211,Oil and Gas Extraction,Firms,"6,288",722,"3,686",885,471,"5,764",345,86,"6,195",93,,,,,,,,,,,,,,,,,,,,,,,,
211,Oil and Gas Extraction,Establishments,"7,372",722,"3,698",906,483,"5,809",437,292,"6,538",834,,,,,,,,,,,,,,,,,,,,,,,,
211,Oil and Gas Extraction,Employment,"82,879",0,"7,250","5,670","6,057","18,977","11,770","11,332","42,079","40,800",,,,,,,,,,,,,,,,,,,,,,,,
211,Oil and Gas Extraction,"Annual Payroll ($1,000)","6,564,684","48,015","285,179","287,619","315,961","936,774","897,367","989,039","2,823,180","3,741,504",,,,,,,,,,,,,,,,,,,,,,,,
2111,Oil and Gas Extraction,Firms,"6,288",722,"3,686",885,471,"5,764",345,86,"6,195",93,,,,,,,,,,,,,,,,,,,,,,,,
2111,Oil and Gas Extraction,Establishments,"7,372",722,"3,698",906,483,"5,809",437,292,"6,538",834,,,,,,,,,,,,,,,,,,,,,,,,
2111,Oil and Gas Extraction,Employment,"82,879",0,"7,250","5,670","6,057","18,977","11,770","11,332","42,079","40,800",,,,,,,,,,,,,,,,,,,,,,,,
2111,Oil and Gas Extraction,"Annual Payroll ($1,000)","6,564,684","48,015","285,179","287,619","315,961","936,774","897,367","989,039","2,823,180","3,741,504",,,,,,,,,,,,,,,,,,,,,,,,
21111,Oil and Gas Extraction,Firms,"6,288",722,"3,686",885,471,"5,764",345,86,"6,195",93,,,,,,,,,,,,,,,,,,,,,,,,
21111,Oil and Gas Extraction,Establishments,"7,372",722,"3,698",906,483,"5,809",437,292,"6,538",834,,,,,,,,,,,,,,,,,,,,,,,,
21111,Oil and Gas Extraction,Employment,"82,879",0,"7,250","5,670","6,057","18,977","11,770","11,332","42,079","40,800",,,,,,,,,,,,,,,,,,,,,,,,
21111,Oil and Gas Extraction,"Annual Payroll ($1,000)","6,564,684","48,015","285,179","287,619","315,961","936,774","897,367","989,039","2,823,180","3,741,504",,,,,,,,,,,,,,,,,,,,,,,,
211111,Crude Petroleum and Natural Gas Extraction,Firms,"6,187",708,"3,649",874,465,"5,696",331,76,"6,103",84,,,,,,,,,,,,,,,,,,,,,,,,
211111,Crude Petroleum and Natural Gas Extraction,Establishments,"6,883",708,"3,661",895,477,"5,741",419,256,"6,416",467,,,,,,,,,,,,,,,,,,,,,,,,
211111,Crude Petroleum and Natural Gas Extraction,Employment,"69,723",0,"7,169","5,602","5,988","18,759","11,248","10,331","40,338","29,385",,,,,,,,,,,,,,,,,,,,,,,,
211111,Crude Petroleum and Natural Gas Extraction,"Annual Payroll ($1,000)","5,564,509","45,829","282,536","283,433","313,391","925,189","865,089","933,912","2,724,190","2,840,319",,,,,,,,,,,,,,,,,,,,,,,,
211112,Natural Gas Liquid Extraction,Firms,136,14,37,11,6,68,14,16,98,38,,,,,,,,,,,,,,,,,,,,,,,,
211112,Natural Gas Liquid Extraction,Establishments,489,14,37,11,6,68,18,36,122,367,,,,,,,,,,,,,,,,,,,,,,,,
211112,Natural Gas Liquid Extraction,Employment,"13,156",0,81,68,69,218,522,"1,001","1,741","11,415",,,,,,,,,,,,,,,,,,,,,,,,
211112,Natural Gas Liquid Extraction,"Annual Payroll ($1,000)","1,000,175","2,186","2,643","4,186","2,570","11,585","32,278","55,127","98,990","901,185",,,,,,,,,,,,,,,,,,,,,,,,
212,Mining (except Oil and Gas),Firms,"4,487",470,"1,317",759,673,"3,219",859,232,"4,310",177,,,,,,,,,,,,,,,,,,,,,,,,
212,Mining (except Oil and Gas),Establishments,"6,991",471,"1,320",759,697,"3,247","1,095",629,"4,971","2,020",,,,,,,,,,,,,,,,,,,,,,,,
212,Mining (except Oil and Gas),Employment,"189,747",0,"2,962","5,115","9,240","17,317","31,126","28,227","76,670","113,077",,,,,,,,,,,,,,,,,,,,,,,,
212,Mining (except Oil and Gas),"Annual Payroll ($1,000)","9,917,292","54,597","121,977","189,717","375,614","741,905","1,384,018","1,421,333","3,547,256","6,370,036",,,,,,,,,,,,,,,,,,,,,,,,
2121,Coal Mining,Firms,688,58,129,77,106,370,222,55,647,41,,,,,,,,,,,,,,,,,,,,,,,,
2121,Coal Mining,Establishments,"1,100",59,131,77,115,382,254,123,759,341,,,,,,,,,,,,,,,,,,,,,,,,
2121,Coal Mining,Employment,"69,855",0,298,514,"1,494","2,306","9,737","10,717","22,760","47,095",,,,,,,,,,,,,,,,,,,,,,,,
