NAICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CODE,NAICS DESCRIPTION,DATA TYPE,TOTAL,0-4,5-9,10-19,<20,20-99,100-499,<500,500+,,,,,,,,,,,,,,,,,,,,,
339113,Surgical Appliance and Supplies Manufacturing,Establishments,"1,858",570,279,258,"1,107",352,205,"1,664",194,,,,,,,,,,,,,,,,,,,,,
339113,Surgical Appliance and Supplies Manufacturing,Employment,"101,546","1,034","1,882","3,486","6,402","12,769","21,172","40,343","61,203",,,,,,,,,,,,,,,,,,,,,
339113,Surgical Appliance and Supplies Manufacturing,"Annual Payroll ($1,000)","5,001,276","53,180","77,173","146,355","276,708","524,883","835,540","1,637,131","3,364,145",,,,,,,,,,,,,,,,,,,,,
339114,Dental Equipment and Supplies Manufacturing,Firms,766,336,180,119,635,92,25,752,14,,,,,,,,,,,,,,,,,,,,,
339114,Dental Equipment and Supplies Manufacturing,Establishments,788,336,180,119,635,93,33,761,27,,,,,,,,,,,,,,,,,,,,,
339114,Dental Equipment and Supplies Manufacturing,Employment,"18,062",692,"1,179","1,533","3,404","3,429","4,431","11,264","6,798",,,,,,,,,,,,,,,,,,,,,
339114,Dental Equipment and Supplies Manufacturing,"Annual Payroll ($1,000)","838,544","28,638","38,434","54,526","121,598","138,284","203,741","463,623","374,921",,,,,,,,,,,,,,,,,,,,,
339115,Ophthalmic Goods Manufacturing,Firms,504,226,78,67,371,88,22,481,23,,,,,,,,,,,,,,,,,,,,,
339115,Ophthalmic Goods Manufacturing,Establishments,593,226,79,67,372,96,24,492,101,,,,,,,,,,,,,,,,,,,,,
339115,Ophthalmic Goods Manufacturing,Employment,"24,833",464,501,892,"1,857","3,434","2,883","8,174","16,659",,,,,,,,,,,,,,,,,,,,,
339115,Ophthalmic Goods Manufacturing,"Annual Payroll ($1,000)","1,125,589","14,666","14,554","29,425","58,645","106,407","101,354","266,406","859,183",,,,,,,,,,,,,,,,,,,,,
339116,Dental Laboratories,Firms,"7,000","4,789","1,283",554,"6,626",327,34,"6,987",13,,,,,,,,,,,,,,,,,,,,,
339116,Dental Laboratories,Establishments,"7,225","4,789","1,284",556,"6,629",344,64,"7,037",188,,,,,,,,,,,,,,,,,,,,,
339116,Dental Laboratories,Employment,"46,736","9,077","8,209","7,242","24,528","11,284","4,682","40,494","6,242",,,,,,,,,,,,,,,,,,,,,
339116,Dental Laboratories,"Annual Payroll ($1,000)","1,619,480","256,631","238,665","242,139","737,435","416,386","218,531","1,372,352","247,128",,,,,,,,,,,,,,,,,,,,,
3399,Other Miscellaneous Manufacturing,Firms,"18,726","8,797","3,554","2,705","15,056","2,868",577,"18,501",225,,,,,,,,,,,,,,,,,,,,,
3399,Other Miscellaneous Manufacturing,Establishments,"19,192","8,799","3,555","2,715","15,069","2,962",700,"18,731",461,,,,,,,,,,,,,,,,,,,,,
3399,Other Miscellaneous Manufacturing,Employment,"377,986","15,630","23,557","36,874","76,061","112,036","84,763","272,860","105,126",,,,,,,,,,,,,,,,,,,,,
3399,Other Miscellaneous Manufacturing,"Annual Payroll ($1,000)","13,835,839","487,695","682,896","1,193,094","2,363,685","3,984,331","3,160,103","9,508,119","4,327,720",,,,,,,,,,,,,,,,,,,,,
33991,Jewelry and Silverware Manufacturing,Firms,"2,783","1,576",492,329,"2,397",312,58,"2,767",16,,,,,,,,,,,,,,,,,,,,,
33991,Jewelry and Silverware Manufacturing,Establishments,"2,807","1,577",493,329,"2,399",317,66,"2,782",25,,,,,,,,,,,,,,,,,,,,,
33991,Jewelry and Silverware Manufacturing,Employment,"40,920","2,799","3,254","4,461","10,514","12,172","10,084","32,770","8,150",,,,,,,,,,,,,,,,,,,,,
33991,Jewelry and Silverware Manufacturing,"Annual Payroll ($1,000)","1,419,987","79,496","94,362","137,711","311,569","423,903","417,555","1,153,027","266,960",,,,,,,,,,,,,,,,,,,,,
339911,Jewelry (except Costume) Manufacturing,Firms,"1,781","1,002",323,223,"1,548",189,34,"1,771",10,,,,,,,,,,,,,,,,,,,,,
339911,Jewelry (except Costume) Manufacturing,Establishments,"1,798","1,003",324,223,"1,550",190,40,"1,780",18,,,,,,,,,,,,,,,,,,,,,
339911,Jewelry (except Costume) Manufacturing,Employment,"25,063","1,817","2,148","3,020","6,985","7,610","5,791","20,386","4,677",,,,,,,,,,,,,,,,,,,,,
339911,Jewelry (except Costume) Manufacturing,"Annual Payroll ($1,000)","905,636","53,218","67,718","95,501","216,437","266,952","257,443","740,832","164,804",,,,,,,,,,,,,,,,,,,,,
339912,Silverware and Hollowware Manufacturing,Firms,143,68,25,16,109,25,8,142,1,,,,,,,,,,,,,,,,,,,,,
339912,Silverware and Hollowware Manufacturing,Establishments,143,68,25,16,109,25,8,142,1,,,,,,,,,,,,,,,,,,,,,
339912,Silverware and Hollowware Manufacturing,Employment,"2,821",116,[c],217,[f],820,"1,450",[h],[b],,,,,,,,,,,,,,,,,,,,,
339912,Silverware and Hollowware Manufacturing,"Annual Payroll ($1,000)","100,491","2,602",(D),"5,959",(D),"24,307","62,615",(D),(D),,,,,,,,,,,,,,,,,,,,,
339913,Jewelers' Material and Lapidary Work Manufacturing,Firms,270,168,41,17,226,33,8,267,3,,,,,,,,,,,,,,,,,,,,,
339913,Jewelers' Material and Lapidary Work Manufacturing,Establishments,273,168,41,17,226,35,9,270,3,,,,,,,,,,,,,,,,,,,,,
339913,Jewelers' Material and Lapidary Work Manufacturing,Employment,"5,613",286,[e],209,[f],"1,367","1,229",[h],[g],,,,,,,,,,,,,,,,,,,,,
339913,Jewelers' Material and Lapidary Work Manufacturing,"Annual Payroll ($1,000)","182,027","9,362",(D),"9,892",(D),"51,452","45,873",(D),(D),,,,,,,,,,,,,,,,,,,,,
339914,Costume Jewelry and Novelty Manufacturing,Firms,593,338,103,73,514,67,9,590,3,,,,,,,,,,,,,,,,,,,,,
339914,Costume Jewelry and Novelty Manufacturing,Establishments,593,338,103,73,514,67,9,590,3,,,,,,,,,,,,,,,,,,,,,
339914,Costume Jewelry and Novelty Manufacturing,Employment,"7,423",580,658,"1,015","2,253","2,375","1,614","6,242","1,181",,,,,,,,,,,,,,,,,,,,,
339914,Costume Jewelry and Novelty Manufacturing,"Annual Payroll ($1,000)","231,833","14,314","17,000","26,359","57,673","81,192","51,624","190,489","41,344",,,,,,,,,,,,,,,,,,,,,
33992,Sporting and Athletic Goods Manufacturing,Firms,"1,994",937,356,252,"1,545",315,89,"1,949",45,,,,,,,,,,,,,,,,,,,,,
33992,Sporting and Athletic Goods Manufacturing,Establishments,"2,052",937,356,254,"1,547",320,108,"1,975",77,,,,,,,,,,,,,,,,,,,,,
33992,Sporting and Athletic Goods Manufacturing,Employment,"55,694","1,600","2,359","3,391","7,350","12,815","13,355","33,520","22,174",,,,,,,,,,,,,,,,,,,,,
33992,Sporting and Athletic Goods Manufacturing,"Annual Payroll ($1,000)","2,026,640","46,557","58,868","96,145","201,570","396,968","472,331","1,070,869","955,771",,,,,,,,,,,,,,,,,,,,,
339920,Sporting and Athletic Goods Manufacturing,Firms,"1,994",937,356,252,"1,545",315,89,"1,949",45,,,,,,,,,,,,,,,,,,,,,
339920,Sporting and Athletic Goods Manufacturing,Establishments,"2,052",937,356,254,"1,547",320,108,"1,975",77,,,,,,,,,,,,,,,,,,,,,
339920,Sporting and Athletic Goods Manufacturing,Employment,"55,694","1,600","2,359","3,391","7,350","12,815","13,355","33,520","22,174",,,,,,,,,,,,,,,,,,,,,
339920,Sporting and Athletic Goods Manufacturing,"Annual Payroll ($1,000)","2,026,640","46,557","58,868","96,145","201,570","396,968","472,331","1,070,869","955,771",,,,,,,,,,,,,,,,,,,,,
33993,"Doll, Toy, and Game Manufacturing",Firms,801,393,148,106,647,114,25,786,15,,,,,,,,,,,,,,,,,,,,,
33993,"Doll, Toy, and Game Manufacturing",Establishments,811,393,148,106,647,115,30,792,19,,,,,,,,,,,,,,,,,,,,,
33993,"Doll, Toy, and Game Manufacturing",Employment,"17,861",608,972,"1,450","3,030","4,489","3,467","10,986","6,875",,,,,,,,,,,,,,,,,,,,,
33993,"Doll, Toy, and Game Manufacturing","Annual Payroll ($1,000)","662,356","19,713","29,011","46,344","95,068","160,142","141,589","396,799","265,557",,,,,,,,,,,,,,,,,,,,,
339931,Doll and Stuffed Toy Manufacturing,Firms,103,58,11,17,86,13,1,100,3,,,,,,,,,,,,,,,,,,,,,
339931,Doll and Stuffed Toy Manufacturing,Establishments,104,58,11,17,86,13,1,100,4,,,,,,,,,,,,,,,,,,,,,
339931,Doll and Stuffed Toy Manufacturing,Employment,"2,480",[b],69,227,[e],402,[c],[f],[g],,,,,,,,,,,,,,,,,,,,,
339931,Doll and Stuffed Toy Manufacturing,"Annual Payroll ($1,000)","64,204",(D),"1,394","6,414",(D),"9,525",(D),(D),(D),,,,,,,,,,,,,,,,,,,,,
339932,"Game, Toy, and Children's Vehicle Manufacturing",Firms,699,335,137,89,561,101,24,686,13,,,,,,,,,,,,,,,,,,,,,
339932,"Game, Toy, and Children's Vehicle Manufacturing",Establishments,707,335,137,89,561,102,29,692,15,,,,,,,,,,,,,,,,,,,,,
339932,"Game, Toy, and Children's Vehicle Manufacturing",Employment,"15,381",[f],903,"1,223",[h],"4,087",[h],[j],[i],,,,,,,,,,,,,,,,,,,,,
339932,"Game, Toy, and Children's Vehicle Manufacturing","Annual Payroll ($1,000)","598,152",(D),"27,617","39,930",(D),"150,617",(D),(D),(D),,,,,,,,,,,,,,,,,,,,,
33994,Office Supplies (except Paper) Manufacturing,Firms,706,314,140,93,547,115,30,692,14,,,,,,,,,,,,,,,,,,,,,
33994,Office Supplies (except Paper) Manufacturing,Establishments,736,314,140,97,551,127,34,712,24,,,,,,,,,,,,,,,,,,,,,
33994,Office Supplies (except Paper) Manufacturing,Employment,"18,010",603,925,"1,221","2,749","4,796","4,406","11,951","6,059",,,,,,,,,,,,,,,,,,,,,
33994,Office Supplies (except Paper) Manufacturing,"Annual Payroll ($1,000)","676,693","25,000","24,593","39,425","89,018","160,858","144,176","394,052","282,641",,,,,,,,,,,,,,,,,,,,,
339941,Pen and Mechanical Pencil Manufacturing,Firms,86,27,8,8,43,26,12,81,5,,,,,,,,,,,,,,,,,,,,,
339941,Pen and Mechanical Pencil Manufacturing,Establishments,90,27,8,8,43,26,12,81,9,,,,,,,,,,,,,,,,,,,,,
339941,Pen and Mechanical Pencil Manufacturing,Employment,"6,401",45,64,91,200,"1,207","1,746","3,153","3,248",,,,,,,,,,,,,,,,,,,,,
339941,Pen and Mechanical Pencil Manufacturing,"Annual Payroll ($1,000)","236,390","1,376","2,233","2,918","6,527","37,103","44,484","88,114","148,276",,,,,,,,,,,,,,,,,,,,,
339942,Lead Pencil and Art Good Manufacturing,Firms,131,49,31,17,97,22,6,125,6,,,,,,,,,,,,,,,,,,,,,
339942,Lead Pencil and Art Good Manufacturing,Establishments,134,49,31,17,97,22,6,125,9,,,,,,,,,,,,,,,,,,,,,
339942,Lead Pencil and Art Good Manufacturing,Employment,"4,373",82,208,237,527,"1,012",728,"2,267","2,106",,,,,,,,,,,,,,,,,,,,,
339942,Lead Pencil and Art Good Manufacturing,"Annual Payroll ($1,000)","192,930","3,499","6,524","7,800","17,823","36,965","29,655","84,443","108,487",,,,,,,,,,,,,,,,,,,,,
339943,Marking Device Manufacturing,Firms,425,218,92,59,369,49,5,423,2,,,,,,,,,,,,,,,,,,,,,
339943,Marking Device Manufacturing,Establishments,442,218,92,63,373,59,8,440,2,,,,,,,,,,,,,,,,,,,,,
339943,Marking Device Manufacturing,Employment,"4,750",439,[f],774,[g],"1,800",782,[h],[e],,,,,,,,,,,,,,,,,,,,,
339943,Marking Device Manufacturing,"Annual Payroll ($1,000)","149,476","14,575",(D),"25,160",(D),"62,211","21,710",(D),(D),,,,,,,,,,,,,,,,,,,,,
339944,Carbon Paper and Inked Ribbon Manufacturing,Firms,66,20,9,9,38,18,7,63,3,,,,,,,,,,,,,,,,,,,,,
339944,Carbon Paper and Inked Ribbon Manufacturing,Establishments,70,20,9,9,38,20,8,66,4,,,,,,,,,,,,,,,,,,,,,
339944,Carbon Paper and Inked Ribbon Manufacturing,Employment,"2,486",37,[b],119,[c],777,"1,150",[g],[e],,,,,,,,,,,,,,,,,,,,,
339944,Carbon Paper and Inked Ribbon Manufacturing,"Annual Payroll ($1,000)","97,897","5,550",(D),"3,547",(D),"24,579","48,327",(D),(D),,,,,,,,,,,,,,,,,,,,,
33995,Sign Manufacturing,Firms,"6,187","3,229","1,193",815,"5,237",778,140,"6,155",32,,,,,,,,,,,,,,,,,,,,,
33995,Sign Manufacturing,Establishments,"6,308","3,230","1,193",819,"5,242",814,180,"6,236",72,,,,,,,,,,,,,,,,,,,,,
33995,Sign Manufacturing,Employment,"85,138","5,966","7,752","11,071","24,789","29,704","20,657","75,150","9,988",,,,,,,,,,,,,,,,,,,,,
33995,Sign Manufacturing,"Annual Payroll ($1,000)","3,102,179","161,135","216,233","361,690","739,058","1,143,221","825,469","2,707,748","394,431",,,,,,,,,,,,,,,,,,,,,
339950,Sign Manufacturing,Firms,"6,187","3,229","1,193",815,"5,237",778,140,"6,155",32,,,,,,,,,,,,,,,,,,,,,
339950,Sign Manufacturing,Establishments,"6,308","3,230","1,193",819,"5,242",814,180,"6,236",72,,,,,,,,,,,,,,,,,,,,,
339950,Sign Manufacturing,Employment,"85,138","5,966","7,752","11,071","24,789","29,704","20,657","75,150","9,988",,,,,,,,,,,,,,,,,,,,,
339950,Sign Manufacturing,"Annual Payroll ($1,000)","3,102,179","161,135","216,233","361,690","739,058","1,143,221","825,469","2,707,748","394,431",,,,,,,,,,,,,,,,,,,,,
33999,All Other Miscellaneous Manufacturing,Firms,"6,281","2,348","1,225","1,110","4,683","1,238",240,"6,161",120,,,,,,,,,,,,,,,,,,,,,
33999,All Other Miscellaneous Manufacturing,Establishments,"6,478","2,348","1,225","1,110","4,683","1,269",282,"6,234",244,,,,,,,,,,,,,,,,,,,,,
33999,All Other Miscellaneous Manufacturing,Employment,"160,363","4,054","8,295","15,280","27,629","48,060","32,794","108,483","51,880",,,,,,,,,,,,,,,,,,,,,
33999,All Other Miscellaneous Manufacturing,"Annual Payroll ($1,000)","5,947,984","155,794","259,829","511,779","927,402","1,699,239","1,158,983","3,785,624","2,162,360",,,,,,,,,,,,,,,,,,,,,
339991,"Gasket, Packing, and Sealing Device Manufacturing",Firms,513,93,81,101,275,159,36,470,43,,,,,,,,,,,,,,,,,,,,,
339991,"Gasket, Packing, and Sealing Device Manufacturing",Establishments,595,93,81,101,275,175,47,497,98,,,,,,,,,,,,,,,,,,,,,
339991,"Gasket, Packing, and Sealing Device Manufacturing",Employment,"33,939",170,562,"1,416","2,148","6,535","4,645","13,328","20,611",,,,,,,,,,,,,,,,,,,,,
339991,"Gasket, Packing, and Sealing Device Manufacturing","Annual Payroll ($1,000)","1,381,403","9,622","23,128","51,638","84,388","251,987","160,034","496,409","884,994",,,,,,,,,,,,,,,,,,,,,
339992,Musical Instrument Manufacturing,Firms,579,305,115,53,473,74,25,572,7,,,,,,,,,,,,,,,,,,,,,
339992,Musical Instrument Manufacturing,Establishments,604,305,115,53,473,76,31,580,24,,,,,,,,,,,,,,,,,,,,,
339992,Musical Instrument Manufacturing,Employment,"13,671",516,772,722,"2,010","2,749","3,614","8,373","5,298",,,,,,,,,,,,,,,,,,,,,
339992,Musical Instrument Manufacturing,"Annual Payroll ($1,000)","475,200","15,201","21,504","21,125","57,830","84,573","133,519","275,922","199,278",,,,,,,,,,,,,,,,,,,,,
339993,"Fastener, Button, Needle, and Pin Manufacturing",Firms,176,70,32,23,125,37,11,173,3,,,,,,,,,,,,,,,,,,,,,
339993,"Fastener, Button, Needle, and Pin Manufacturing",Establishments,181,70,32,23,125,38,12,175,6,,,,,,,,,,,,,,,,,,,,,
339993,"Fastener, Button, Needle, and Pin Manufacturing",Employment,"4,512",[c],210,314,[f],"1,478","1,090",[h],[g],,,,,,,,,,,,,,,,,,,,,
339993,"Fastener, Button, Needle, and Pin Manufacturing","Annual Payroll ($1,000)","162,951",(D),"5,856","11,652",(D),"47,386","39,685",(D),(D),,,,,,,,,,,,,,,,,,,,,
339994,"Broom, Brush, and Mop Manufacturing",Firms,228,51,40,44,135,61,21,217,11,,,,,,,,,,,,,,,,,,,,,
339994,"Broom, Brush, and Mop Manufacturing",Establishments,248,51,40,44,135,62,30,227,21,,,,,,,,,,,,,,,,,,,,,
339994,"Broom, Brush, and Mop Manufacturing",Employment,"11,337",107,263,609,979,"2,637","4,432","8,048","3,289",,,,,,,,,,,,,,,,,,,,,
339994,"Broom, Brush, and Mop Manufacturing","Annual Payroll ($1,000)","395,177","5,448","7,449","17,977","30,874","84,223","163,967","279,064","116,113",,,,,,,,,,,,,,,,,,,,,
339995,Burial Casket Manufacturing,Firms,144,60,28,22,110,25,5,140,4,,,,,,,,,,,,,,,,,,,,,
339995,Burial Casket Manufacturing,Establishments,158,60,28,22,110,25,7,142,16,,,,,,,,,,,,,,,,,,,,,
339995,Burial Casket Manufacturing,Employment,"5,156",[c],179,298,[f],995,604,[g],[h],,,,,,,,,,,,,,,,,,,,,
339995,Burial Casket Manufacturing,"Annual Payroll ($1,000)","171,401",(D),"4,418","7,502",(D),"27,029","22,329",(D),(D),,,,,,,,,,,,,,,,,,,,,
339999,All Other Miscellaneous Manufacturing,Firms,"4,642","1,769",929,867,"3,565",882,143,"4,590",52,,,,,,,,,,,,,,,,,,,,,
339999,All Other Miscellaneous Manufacturing,Establishments,"4,692","1,769",929,867,"3,565",893,155,"4,613",79,,,,,,,,,,,,,,,,,,,,,
339999,All Other Miscellaneous Manufacturing,Employment,"91,748","3,022","6,309","11,921","21,252","33,666","18,409","73,327","18,421",,,,,,,,,,,,,,,,,,,,,
339999,All Other Miscellaneous Manufacturing,"Annual Payroll ($1,000)","3,361,852","118,633","197,474","401,885","717,992","1,204,041","639,449","2,561,482","800,370",,,,,,,,,,,,,,,,,,,,,
42,Wholesale Trade,Firms,"336,736","190,516","58,540","39,772","288,828","37,026","7,852","333,706","3,030",,,,,,,,,,,,,,,,,,,,,
42,Wholesale Trade,Establishments,"429,823","191,056","59,828","42,695","293,579","51,497","26,318","371,394","58,429",,,,,,,,,,,,,,,,,,,,,
42,Wholesale Trade,Employment,"5,968,929","322,373","385,003","530,877","1,238,253","1,374,948","1,024,028","3,637,229","2,331,700",,,,,,,,,,,,,,,,,,,,,
42,Wholesale Trade,"Annual Payroll ($1,000)","308,918,023","14,851,254","16,051,874","23,291,848","54,194,976","63,624,154","49,423,513","167,242,643","141,675,380",,,,,,,,,,,,,,,,,,,,,
423,"Merchant Wholesalers, Durable Goods",Firms,"182,998","94,625","34,742","24,435","153,802","22,622","4,576","181,000","1,998",,,,,,,,,,,,,,,,,,,,,
423,"Merchant Wholesalers, Durable Goods",Establishments,"245,898","94,902","35,403","26,154","156,459","32,739","17,333","206,531","39,367",,,,,,,,,,,,,,,,,,,,,
423,"Merchant Wholesalers, Durable Goods",Employment,"3,365,466","168,053","229,470","326,180","723,703","836,006","570,555","2,130,264","1,235,202",,,,,,,,,,,,,,,,,,,,,
423,"Merchant Wholesalers, Durable Goods","Annual Payroll ($1,000)","185,347,677","7,634,775","9,493,404","14,509,873","31,638,052","40,601,186","29,504,267","101,743,505","83,604,172",,,,,,,,,,,,,,,,,,,,,
4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,Firms,"18,264","9,289","3,284","2,353","14,926","2,416",628,"17,970",294,,,,,,,,,,,,,,,,,,,,,
4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,Establishments,"24,750","9,316","3,336","2,489","15,141","3,442","2,242","20,825","3,925",,,,,,,,,,,,,,,,,,,,,
4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,Employment,"365,610","16,631","21,630","31,401","69,662","90,641","75,348","235,651","129,959",,,,,,,,,,,,,,,,,,,,,
4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,"Annual Payroll ($1,000)","15,695,115","575,108","683,774","1,105,050","2,363,932","3,576,041","3,095,200","9,035,173","6,659,942",,,,,,,,,,,,,,,,,,,,,
42311,Automobile and Other Motor Vehicle Merchant Wholesalers,Firms,"5,380","2,858",749,571,"4,178",860,257,"5,295",85,,,,,,,,,,,,,,,,,,,,,
42311,Automobile and Other Motor Vehicle Merchant Wholesalers,Establishments,"6,429","2,861",752,579,"4,192","1,029",611,"5,832",597,,,,,,,,,,,,,,,,,,,,,
42311,Automobile and Other Motor Vehicle Merchant Wholesalers,Employment,"116,812","4,688","4,900","7,683","17,271","34,981","33,071","85,323","31,489",,,,,,,,,,,,,,,,,,,,,
42311,Automobile and Other Motor Vehicle Merchant Wholesalers,"Annual Payroll ($1,000)","5,767,725","194,390","176,088","299,968","670,446","1,485,354","1,476,072","3,631,872","2,135,853",,,,,,,,,,,,,,,,,,,,,
423110,Automobile and Other Motor Vehicle Merchant Wholesalers,Firms,"5,380","2,858",749,571,"4,178",860,257,"5,295",85,,,,,,,,,,,,,,,,,,,,,
423110,Automobile and Other Motor Vehicle Merchant Wholesalers,Establishments,"6,429","2,861",752,579,"4,192","1,029",611,"5,832",597,,,,,,,,,,,,,,,,,,,,,
423110,Automobile and Other Motor Vehicle Merchant Wholesalers,Employment,"116,812","4,688","4,900","7,683","17,271","34,981","33,071","85,323","31,489",,,,,,,,,,,,,,,,,,,,,
423110,Automobile and Other Motor Vehicle Merchant Wholesalers,"Annual Payroll ($1,000)","5,767,725","194,390","176,088","299,968","670,446","1,485,354","1,476,072","3,631,872","2,135,853",,,,,,,,,,,,,,,,,,,,,
42312,Motor Vehicle Supplies and New Parts Merchant Wholesalers,Firms,"9,665","4,752","1,805","1,327","7,884","1,223",337,"9,444",221,,,,,,,,,,,,,,,,,,,,,
42312,Motor Vehicle Supplies and New Parts Merchant Wholesalers,Establishments,"13,831","4,769","1,852","1,420","8,041","1,920","1,287","11,248","2,583",,,,,,,,,,,,,,,,,,,,,
42312,Motor Vehicle Supplies and New Parts Merchant Wholesalers,Employment,"200,678","8,655","11,946","17,681","38,282","44,241","35,247","117,770","82,908",,,,,,,,,,,,,,,,,,,,,
42312,Motor Vehicle Supplies and New Parts Merchant Wholesalers,"Annual Payroll ($1,000)","8,130,463","292,422","381,154","617,066","1,290,642","1,664,172","1,328,096","4,282,910","3,847,553",,,,,,,,,,,,,,,,,,,,,
423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,Firms,"9,665","4,752","1,805","1,327","7,884","1,223",337,"9,444",221,,,,,,,,,,,,,,,,,,,,,
423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,Establishments,"13,831","4,769","1,852","1,420","8,041","1,920","1,287","11,248","2,583",,,,,,,,,,,,,,,,,,,,,
423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,Employment,"200,678","8,655","11,946","17,681","38,282","44,241","35,247","117,770","82,908",,,,,,,,,,,,,,,,,,,,,
423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,"Annual Payroll ($1,000)","8,130,463","292,422","381,154","617,066","1,290,642","1,664,172","1,328,096","4,282,910","3,847,553",,,,,,,,,,,,,,,,,,,,,
42313,Tire and Tube Merchant Wholesalers,Firms,"1,317",528,222,202,952,252,80,"1,284",33,,,,,,,,,,,,,,,,,,,,,
42313,Tire and Tube Merchant Wholesalers,Establishments,"2,305",530,222,222,974,363,312,"1,649",656,,,,,,,,,,,,,,,,,,,,,
42313,Tire and Tube Merchant Wholesalers,Employment,"31,696",981,"1,460","2,696","5,137","7,932","6,043","19,112","12,584",,,,,,,,,,,,,,,,,,,,,
42313,Tire and Tube Merchant Wholesalers,"Annual Payroll ($1,000)","1,310,890","35,128","47,837","95,831","178,796","314,477","261,637","754,910","555,980",,,,,,,,,,,,,,,,,,,,,
423130,Tire and Tube Merchant Wholesalers,Firms,"1,317",528,222,202,952,252,80,"1,284",33,,,,,,,,,,,,,,,,,,,,,
423130,Tire and Tube Merchant Wholesalers,Establishments,"2,305",530,222,222,974,363,312,"1,649",656,,,,,,,,,,,,,,,,,,,,,
423130,Tire and Tube Merchant Wholesalers,Employment,"31,696",981,"1,460","2,696","5,137","7,932","6,043","19,112","12,584",,,,,,,,,,,,,,,,,,,,,
423130,Tire and Tube Merchant Wholesalers,"Annual Payroll ($1,000)","1,310,890","35,128","47,837","95,831","178,796","314,477","261,637","754,910","555,980",,,,,,,,,,,,,,,,,,,,,
42314,Motor Vehicle Parts (Used) Merchant Wholesalers,Firms,"2,059","1,155",509,257,"1,921",112,11,"2,044",15,,,,,,,,,,,,,,,,,,,,,
42314,Motor Vehicle Parts (Used) Merchant Wholesalers,Establishments,"2,185","1,156",510,268,"1,934",130,32,"2,096",89,,,,,,,,,,,,,,,,,,,,,
42314,Motor Vehicle Parts (Used) Merchant Wholesalers,Employment,"16,424","2,307","3,324","3,341","8,972","3,487",987,"13,446","2,978",,,,,,,,,,,,,,,,,,,,,
42314,Motor Vehicle Parts (Used) Merchant Wholesalers,"Annual Payroll ($1,000)","486,037","53,168","78,695","92,185","224,048","112,038","29,395","365,481","120,556",,,,,,,,,,,,,,,,,,,,,
423140,Motor Vehicle Parts (Used) Merchant Wholesalers,Firms,"2,059","1,155",509,257,"1,921",112,11,"2,044",15,,,,,,,,,,,,,,,,,,,,,
423140,Motor Vehicle Parts (Used) Merchant Wholesalers,Establishments,"2,185","1,156",510,268,"1,934",130,32,"2,096",89,,,,,,,,,,,,,,,,,,,,,
423140,Motor Vehicle Parts (Used) Merchant Wholesalers,Employment,"16,424","2,307","3,324","3,341","8,972","3,487",987,"13,446","2,978",,,,,,,,,,,,,,,,,,,,,
423140,Motor Vehicle Parts (Used) Merchant Wholesalers,"Annual Payroll ($1,000)","486,037","53,168","78,695","92,185","224,048","112,038","29,395","365,481","120,556",,,,,,,,,,,,,,,,,,,,,
4232,Furniture and Home Furnishing Merchant Wholesalers,Firms,"11,286","6,000","2,029","1,414","9,443","1,409",318,"11,170",116,,,,,,,,,,,,,,,,,,,,,
4232,Furniture and Home Furnishing Merchant Wholesalers,Establishments,"12,831","6,020","2,052","1,491","9,563","1,841",780,"12,184",647,,,,,,,,,,,,,,,,,,,,,
4232,Furniture and Home Furnishing Merchant Wholesalers,Employment,"155,466","10,395","13,303","18,787","42,485","52,009","36,724","131,218","24,248",,,,,,,,,,,,,,,,,,,,,
4232,Furniture and Home Furnishing Merchant Wholesalers,"Annual Payroll ($1,000)","6,934,131","431,349","510,756","779,608","1,721,713","2,276,048","1,689,779","5,687,540","1,246,591",,,,,,,,,,,,,,,,,,,,,
42321,Furniture Merchant Wholesalers,Firms,"5,031","2,781",882,590,"4,253",602,128,"4,983",48,,,,,,,,,,,,,,,,,,,,,
42321,Furniture Merchant Wholesalers,Establishments,"5,623","2,788",892,620,"4,300",769,274,"5,343",280,,,,,,,,,,,,,,,,,,,,,
42321,Furniture Merchant Wholesalers,Employment,"61,590","4,603","5,798","7,915","18,316","22,234","13,385","53,935","7,655",,,,,,,,,,,,,,,,,,,,,
42321,Furniture Merchant Wholesalers,"Annual Payroll ($1,000)","2,837,620","201,086","226,371","339,498","766,955","962,077","691,086","2,420,118","417,502",,,,,,,,,,,,,,,,,,,,,
423210,Furniture Merchant Wholesalers,Firms,"5,031","2,781",882,590,"4,253",602,128,"4,983",48,,,,,,,,,,,,,,,,,,,,,
423210,Furniture Merchant Wholesalers,Establishments,"5,623","2,788",892,620,"4,300",769,274,"5,343",280,,,,,,,,,,,,,,,,,,,,,
423210,Furniture Merchant Wholesalers,Employment,"61,590","4,603","5,798","7,915","18,316","22,234","13,385","53,935","7,655",,,,,,,,,,,,,,,,,,,,,
