NAICS,,,,,,,,,,,,
CODE,NAICS DESCRIPTION,DATA TYPE,TOTAL,0,1-4,5-9,10-19,<20,20-99,100-499,<500,500+
221111,Hydroelectric power generation,"Annual Payroll ($1,000)","792,528",(D),"4,987",(D),(D),(D),(D),(D),"73,851","718,677"
221112,Fossil fuel electric power generation,Firms,234,11,35,13,13,72,34,37,143,91
221112,Fossil fuel electric power generation,Establishments,"1,301",12,35,13,15,75,44,69,188,"1,113"
221112,Fossil fuel electric power generation,Employment,"80,674",[a],[b],[b],170,338,"1,268","5,344","6,950","73,724"
221112,Fossil fuel electric power generation,"Annual Payroll ($1,000)","5,683,079",(D),(D),(D),"7,066","18,046","77,250","323,019","418,315","5,264,764"
221113,Nuclear electric power generation,Firms,32,3,2,0,1,6,3,1,10,22
221113,Nuclear electric power generation,Establishments,72,3,2,0,1,6,3,1,10,62
221113,Nuclear electric power generation,Employment,"33,064",[a],[a],0,[a],[b],[c],[e],468,"32,596"
221113,Nuclear electric power generation,"Annual Payroll ($1,000)","2,791,379",(D),(D),0,(D),(D),(D),(D),"41,188","2,750,191"
221119,Other electric power generation,Firms,229,26,60,26,18,130,47,12,189,40
221119,Other electric power generation,Establishments,373,26,60,26,21,133,68,15,216,157
221119,Other electric power generation,Employment,"13,866",0,129,177,272,578,"1,978","1,245","3,801","10,065"
221119,Other electric power generation,"Annual Payroll ($1,000)","921,062","3,133","6,097","8,980","20,911","39,121","115,995","80,251","235,367","685,695"
22112,"Electric power transmission, control, & distribution",Firms,"1,317",77,154,82,135,448,590,173,"1,211",106
22112,"Electric power transmission, control, & distribution",Establishments,"6,999",77,155,82,147,461,929,600,"1,990","5,009"
22112,"Electric power transmission, control, & distribution",Employment,"376,734",0,354,539,"1,958","2,851","28,152","27,190","58,193","318,541"
22112,"Electric power transmission, control, & distribution","Annual Payroll ($1,000)","24,149,721","12,373","16,129","25,313","85,099","138,914","1,251,657","1,302,461","2,693,032","21,456,689"
221121,Electric bulk power transmission & control,Firms,77,8,22,6,6,42,9,7,58,19
221121,Electric bulk power transmission & control,Establishments,161,8,22,6,6,42,15,14,71,90
221121,Electric bulk power transmission & control,Employment,"6,233",0,56,40,78,174,379,"1,548","2,101","4,132"
221121,Electric bulk power transmission & control,"Annual Payroll ($1,000)","365,774",872,"3,520",879,"5,235","10,506","24,478","91,463","126,447","239,327"
221122,Electric power distribution,Firms,"1,260",69,132,76,129,406,582,167,"1,155",105
221122,Electric power distribution,Establishments,"6,838",69,133,76,141,419,914,586,"1,919","4,919"
221122,Electric power distribution,Employment,"370,501",0,298,499,"1,880","2,677","27,773","25,642","56,092","314,409"
221122,Electric power distribution,"Annual Payroll ($1,000)","23,783,947","11,501","12,609","24,434","79,864","128,408","1,227,179","1,210,998","2,566,585","21,217,362"
2212,Natural gas distribution,Firms,592,44,217,97,57,415,51,32,498,94
2212,Natural gas distribution,Establishments,"2,831",44,219,100,63,426,84,127,637,"2,194"
2212,Natural gas distribution,Employment,"95,348",0,492,644,712,"1,848","1,831","4,323","8,002","87,346"
2212,Natural gas distribution,"Annual Payroll ($1,000)","6,001,077","7,422","25,643","32,563","34,731","100,359","110,365","197,485","408,209","5,592,868"
22121,Natural gas distribution,Firms,592,44,217,97,57,415,51,32,498,94
22121,Natural gas distribution,Establishments,"2,831",44,219,100,63,426,84,127,637,"2,194"
22121,Natural gas distribution,Employment,"95,348",0,492,644,712,"1,848","1,831","4,323","8,002","87,346"
22121,Natural gas distribution,"Annual Payroll ($1,000)","6,001,077","7,422","25,643","32,563","34,731","100,359","110,365","197,485","408,209","5,592,868"
221210,Natural gas distribution,Firms,592,44,217,97,57,415,51,32,498,94
221210,Natural gas distribution,Establishments,"2,831",44,219,100,63,426,84,127,637,"2,194"
221210,Natural gas distribution,Employment,"95,348",0,492,644,712,"1,848","1,831","4,323","8,002","87,346"
221210,Natural gas distribution,"Annual Payroll ($1,000)","6,001,077","7,422","25,643","32,563","34,731","100,359","110,365","197,485","408,209","5,592,868"
2213,"Water, sewage, & other systems",Firms,"4,995",387,"3,064",928,345,"4,724",175,36,"4,935",60
2213,"Water, sewage, & other systems",Establishments,"5,664",387,"3,065",929,364,"4,745",236,131,"5,112",552
2213,"Water, sewage, & other systems",Employment,"43,148",0,"6,780","5,859","4,381","17,020","5,949","4,171","27,140","16,008"
2213,"Water, sewage, & other systems","Annual Payroll ($1,000)","1,603,457","13,735","118,573","131,112","129,308","392,728","202,838","210,572","806,138","797,319"
22131,Water supply & irrigation systems,Firms,"4,323",323,"2,699",819,287,"4,128",130,26,"4,284",39
22131,Water supply & irrigation systems,Establishments,"4,832",323,"2,700",820,299,"4,142",166,106,"4,414",418
22131,Water supply & irrigation systems,Employment,"35,206",0,"5,982","5,168","3,596","14,746","4,167","3,557","22,470","12,736"
22131,Water supply & irrigation systems,"Annual Payroll ($1,000)","1,324,944","10,271","100,393","114,588","107,371","332,623","141,071","191,116","664,810","660,134"
221310,Water supply & irrigation systems,Firms,"4,323",323,"2,699",819,287,"4,128",130,26,"4,284",39
221310,Water supply & irrigation systems,Establishments,"4,832",323,"2,700",820,299,"4,142",166,106,"4,414",418
221310,Water supply & irrigation systems,Employment,"35,206",0,"5,982","5,168","3,596","14,746","4,167","3,557","22,470","12,736"
221310,Water supply & irrigation systems,"Annual Payroll ($1,000)","1,324,944","10,271","100,393","114,588","107,371","332,623","141,071","191,116","664,810","660,134"
22132,Sewage treatment facilities,Firms,632,61,347,105,51,564,42,13,619,13
22132,Sewage treatment facilities,Establishments,748,61,347,105,56,569,57,23,649,99
22132,Sewage treatment facilities,Employment,"6,312",0,761,[f],671,[g],"1,396",[f],"4,057","2,255"
22132,Sewage treatment facilities,"Annual Payroll ($1,000)","197,818","3,448","17,426",(D),"17,646",(D),"43,278",(D),"115,439","82,379"
221320,Sewage treatment facilities,Firms,632,61,347,105,51,564,42,13,619,13
221320,Sewage treatment facilities,Establishments,748,61,347,105,56,569,57,23,649,99
221320,Sewage treatment facilities,Employment,"6,312",0,761,[f],671,[g],"1,396",[f],"4,057","2,255"
221320,Sewage treatment facilities,"Annual Payroll ($1,000)","197,818","3,448","17,426",(D),"17,646",(D),"43,278",(D),"115,439","82,379"
22133,Steam & air-conditioning supply,Firms,62,3,18,4,9,34,11,2,47,15
