NAICS,,,,,,,,,,,,
CODE,NAICS DESCRIPTION,DATA TYPE,TOTAL,0,1-4,5-9,10-19,<20,20-99,100-499,<500,500+
2332,Residential building construction,Firms,"154,774","25,402","90,322","24,380","9,604","149,708","4,573",371,"154,652",122
2332,Residential building construction,Establishments,"155,437","25,403","90,322","24,383","9,617","149,725","4,614",472,"154,811",626
2332,Residential building construction,Employment,"735,386",0,"184,403","156,413","124,882","465,698","157,256","53,008","675,962","59,424"
2332,Residential building construction,"Annual Payroll ($1,000)","25,985,907","834,885","4,950,951","4,277,559","3,888,583","13,951,978","6,062,180","2,379,736","22,393,894","3,592,013"
23321,Single-family housing construction,Firms,"146,056","24,079","86,030","22,949","8,759","141,817","3,846",296,"145,959",97
23321,Single-family housing construction,Establishments,"146,670","24,080","86,030","22,952","8,771","141,833","3,878",391,"146,102",568
23321,Single-family housing construction,Employment,"661,414",0,"175,524","147,038","113,719","436,281","131,713","42,420","610,414","51,000"
23321,Single-family housing construction,"Annual Payroll ($1,000)","23,160,092","783,248","4,694,110","3,993,667","3,500,990","12,972,015","5,060,011","1,937,368","19,969,394","3,190,698"
233210,Single-family housing construction,Firms,"146,056","24,079","86,030","22,949","8,759","141,817","3,846",296,"145,959",97
233210,Single-family housing construction,Establishments,"146,670","24,080","86,030","22,952","8,771","141,833","3,878",391,"146,102",568
233210,Single-family housing construction,Employment,"661,414",0,"175,524","147,038","113,719","436,281","131,713","42,420","610,414","51,000"
233210,Single-family housing construction,"Annual Payroll ($1,000)","23,160,092","783,248","4,694,110","3,993,667","3,500,990","12,972,015","5,060,011","1,937,368","19,969,394","3,190,698"
23322,Multifamily housing construction,Firms,"8,730","1,323","4,292","1,431",846,"7,892",729,77,"8,698",32
23322,Multifamily housing construction,Establishments,"8,767","1,323","4,292","1,431",846,"7,892",736,81,"8,709",58
23322,Multifamily housing construction,Employment,"73,972",0,"8,879","9,375","11,163","29,417","25,543","10,588","65,548","8,424"
23322,Multifamily housing construction,"Annual Payroll ($1,000)","2,825,815","51,637","256,841","283,892","387,593","979,963","1,002,169","442,368","2,424,500","401,315"
233220,Multifamily housing construction,Firms,"8,730","1,323","4,292","1,431",846,"7,892",729,77,"8,698",32
233220,Multifamily housing construction,Establishments,"8,767","1,323","4,292","1,431",846,"7,892",736,81,"8,709",58
233220,Multifamily housing construction,Employment,"73,972",0,"8,879","9,375","11,163","29,417","25,543","10,588","65,548","8,424"
233220,Multifamily housing construction,"Annual Payroll ($1,000)","2,825,815","51,637","256,841","283,892","387,593","979,963","1,002,169","442,368","2,424,500","401,315"
2333,Nonresidential building construction,Firms,"46,268","4,772","16,268","8,901","7,923","37,864","7,255",909,"46,028",240
2333,Nonresidential building construction,Establishments,"47,011","4,773","16,269","8,905","7,937","37,884","7,292","1,051","46,227",784
2333,Nonresidential building construction,Employment,"792,594",0,"35,705","59,606","107,853","203,164","276,905","145,361","625,430","167,164"
2333,Nonresidential building construction,"Annual Payroll ($1,000)","34,980,977","335,390","1,259,669","2,155,071","4,203,418","7,953,548","11,836,469","6,829,880","26,619,897","8,361,080"
23331,Mfg & industrial building construction,Firms,"5,821",746,"2,410","1,091",885,"5,132",539,84,"5,755",66
23331,Mfg & industrial building construction,Establishments,"5,887",746,"2,410","1,091",887,"5,134",541,92,"5,767",120
23331,Mfg & industrial building construction,Employment,"114,021",0,"5,220","7,256","11,826","24,302","19,715","13,035","57,052","56,969"
23331,Mfg & industrial building construction,"Annual Payroll ($1,000)","4,565,607","48,386","168,424","237,458","408,325","862,593","695,142","524,091","2,081,826","2,483,781"
233310,Mfg & industrial building construction,Firms,"5,821",746,"2,410","1,091",885,"5,132",539,84,"5,755",66
233310,Mfg & industrial building construction,Establishments,"5,887",746,"2,410","1,091",887,"5,134",541,92,"5,767",120
233310,Mfg & industrial building construction,Employment,"114,021",0,"5,220","7,256","11,826","24,302","19,715","13,035","57,052","56,969"
233310,Mfg & industrial building construction,"Annual Payroll ($1,000)","4,565,607","48,386","168,424","237,458","408,325","862,593","695,142","524,091","2,081,826","2,483,781"
23332,Commercial & institutional building construction,Firms,"40,490","4,026","13,858","7,810","7,039","32,733","6,719",833,"40,285",205
23332,Commercial & institutional building construction,Establishments,"41,124","4,027","13,859","7,814","7,050","32,750","6,751",959,"40,460",664
23332,Commercial & institutional building construction,Employment,"678,573",0,"30,485","52,350","96,027","178,862","257,190","132,326","568,378","110,195"
23332,Commercial & institutional building construction,"Annual Payroll ($1,000)","30,415,370","287,004","1,091,245","1,917,613","3,795,093","7,090,955","11,141,327","6,305,789","24,538,071","5,877,299"
233320,Commercial & institutional building construction,Firms,"40,490","4,026","13,858","7,810","7,039","32,733","6,719",833,"40,285",205
233320,Commercial & institutional building construction,Establishments,"41,124","4,027","13,859","7,814","7,050","32,750","6,751",959,"40,460",664
233320,Commercial & institutional building construction,Employment,"678,573",0,"30,485","52,350","96,027","178,862","257,190","132,326","568,378","110,195"
233320,Commercial & institutional building construction,"Annual Payroll ($1,000)","30,415,370","287,004","1,091,245","1,917,613","3,795,093","7,090,955","11,141,327","6,305,789","24,538,071","5,877,299"
234,Heavy construction,Firms,"39,210","4,078","13,262","7,514","6,184","31,038","6,669","1,213","38,920",290
234,Heavy construction,Establishments,"40,476","4,078","13,265","7,516","6,200","31,059","6,728","1,450","39,237","1,239"
234,Heavy construction,Employment,"901,207",0,"28,809","50,224","84,208","163,241","262,644","203,989","629,874","271,333"
234,Heavy construction,"Annual Payroll ($1,000)","39,801,624","319,736","1,149,708","1,963,695","3,544,041","6,977,180","11,511,706","9,597,079","28,085,965","11,715,659"
2341,"Highway, street, bridge, & tunnel construction",Firms,"11,595","1,388","3,257","2,067","1,815","8,527","2,380",578,"11,485",110
2341,"Highway, street, bridge, & tunnel construction",Establishments,"12,133","1,388","3,257","2,068","1,823","8,536","2,404",677,"11,617",516
2341,"Highway, street, bridge, & tunnel construction",Employment,"311,019",0,"7,148","13,912","24,769","45,829","97,245","95,751","238,825","72,194"
2341,"Highway, street, bridge, & tunnel construction","Annual Payroll ($1,000)","15,697,550","137,650","397,519","678,769","1,284,264","2,498,202","4,833,062","4,872,265","12,203,529","3,494,021"
23411,Highway & street construction,Firms,"10,837","1,342","3,090","1,953","1,692","8,077","2,156",511,"10,744",93
23411,Highway & street construction,Establishments,"11,314","1,342","3,090","1,954","1,699","8,085","2,172",597,"10,854",460
23411,Highway & street construction,Employment,"275,191",0,"6,778","13,136","23,118","43,032","87,479","84,293","214,804","60,387"
23411,Highway & street construction,"Annual Payroll ($1,000)","13,758,593","129,318","375,503","638,399","1,207,890","2,351,110","4,342,130","4,228,769","10,922,009","2,836,584"
234110,Highway & street construction,Firms,"10,837","1,342","3,090","1,953","1,692","8,077","2,156",511,"10,744",93
234110,Highway & street construction,Establishments,"11,314","1,342","3,090","1,954","1,699","8,085","2,172",597,"10,854",460
234110,Highway & street construction,Employment,"275,191",0,"6,778","13,136","23,118","43,032","87,479","84,293","214,804","60,387"
234110,Highway & street construction,"Annual Payroll ($1,000)","13,758,593","129,318","375,503","638,399","1,207,890","2,351,110","4,342,130","4,228,769","10,922,009","2,836,584"
23412,Bridge & tunnel construction,Firms,778,46,167,114,124,451,225,75,751,27
23412,Bridge & tunnel construction,Establishments,819,46,167,114,124,451,232,80,763,56
23412,Bridge & tunnel construction,Employment,"35,828",0,370,776,"1,651","2,797","9,766","11,458","24,021","11,807"
23412,Bridge & tunnel construction,"Annual Payroll ($1,000)","1,938,957","8,332","22,016","40,370","76,374","147,092","490,932","643,496","1,281,520","657,437"
234120,Bridge & tunnel construction,Firms,778,46,167,114,124,451,225,75,751,27
234120,Bridge & tunnel construction,Establishments,819,46,167,114,124,451,232,80,763,56
234120,Bridge & tunnel construction,Employment,"35,828",0,370,776,"1,651","2,797","9,766","11,458","24,021","11,807"
234120,Bridge & tunnel construction,"Annual Payroll ($1,000)","1,938,957","8,332","22,016","40,370","76,374","147,092","490,932","643,496","1,281,520","657,437"
2349,Other heavy construction,Firms,"27,672","2,690","10,005","5,447","4,369","22,511","4,293",652,"27,456",216
2349,Other heavy construction,Establishments,"28,343","2,690","10,008","5,448","4,377","22,523","4,324",773,"27,620",723
2349,Other heavy construction,Employment,"590,188",0,"21,661","36,312","59,439","117,412","165,399","108,238","391,049","199,139"
2349,Other heavy construction,"Annual Payroll ($1,000)","24,104,074","182,086","752,189","1,284,926","2,259,777","4,478,978","6,678,644","4,724,814","15,882,436","8,221,638"
23491,"Water, sewer, & pipeline construction",Firms,"8,987",550,"2,323","1,904","1,827","6,604","2,069",268,"8,941",46
23491,"Water, sewer, & pipeline construction",Establishments,"9,090",550,"2,323","1,904","1,828","6,605","2,073",294,"8,972",118
23491,"Water, sewer, & pipeline construction",Employment,"193,347",0,"5,392","12,898","25,360","43,650","81,027","44,811","169,488","23,859"
23491,"Water, sewer, & pipeline construction","Annual Payroll ($1,000)","8,484,892","47,170","231,318","521,624","1,016,876","1,816,988","3,470,124","1,973,553","7,260,665","1,224,227"
234910,"Water, sewer, & pipeline construction",Firms,"8,987",550,"2,323","1,904","1,827","6,604","2,069",268,"8,941",46
234910,"Water, sewer, & pipeline construction",Establishments,"9,090",550,"2,323","1,904","1,828","6,605","2,073",294,"8,972",118
234910,"Water, sewer, & pipeline construction",Employment,"193,347",0,"5,392","12,898","25,360","43,650","81,027","44,811","169,488","23,859"
234910,"Water, sewer, & pipeline construction","Annual Payroll ($1,000)","8,484,892","47,170","231,318","521,624","1,016,876","1,816,988","3,470,124","1,973,553","7,260,665","1,224,227"
23492,Power & communication transmission line construction,Firms,"3,837",368,"1,161",749,624,"2,902",734,151,"3,787",50
23492,Power & communication transmission line construction,Establishments,"4,065",368,"1,161",750,625,"2,904",739,166,"3,809",256
23492,Power & communication transmission line construction,Employment,"114,999",0,"2,607","5,009","8,480","16,096","29,451","24,555","70,102","44,897"
23492,Power & communication transmission line construction,"Annual Payroll ($1,000)","4,382,043","44,447","95,299","164,975","297,654","602,375","1,080,122","929,945","2,612,442","1,769,601"
234920,Power & communication transmission line construction,Firms,"3,837",368,"1,161",749,624,"2,902",734,151,"3,787",50
234920,Power & communication transmission line construction,Establishments,"4,065",368,"1,161",750,625,"2,904",739,166,"3,809",256
234920,Power & communication transmission line construction,Employment,"114,999",0,"2,607","5,009","8,480","16,096","29,451","24,555","70,102","44,897"
234920,Power & communication transmission line construction,"Annual Payroll ($1,000)","4,382,043","44,447","95,299","164,975","297,654","602,375","1,080,122","929,945","2,612,442","1,769,601"
23493,Industrial nonbuilding structure construction,Firms,582,35,194,79,66,374,92,55,521,61
23493,Industrial nonbuilding structure construction,Establishments,647,35,194,79,66,374,94,60,528,119
23493,Industrial nonbuilding structure construction,Employment,"105,367",0,404,550,878,"1,832","3,952","9,584","15,368","89,999"
23493,Industrial nonbuilding structure construction,"Annual Payroll ($1,000)","4,036,493","10,343","15,071","16,749","34,688","76,851","139,202","424,958","641,011","3,395,482"
234930,Industrial nonbuilding structure construction,Firms,582,35,194,79,66,374,92,55,521,61
234930,Industrial nonbuilding structure construction,Establishments,647,35,194,79,66,374,94,60,528,119
234930,Industrial nonbuilding structure construction,Employment,"105,367",0,404,550,878,"1,832","3,952","9,584","15,368","89,999"
234930,Industrial nonbuilding structure construction,"Annual Payroll ($1,000)","4,036,493","10,343","15,071","16,749","34,688","76,851","139,202","424,958","641,011","3,395,482"
23499,All other heavy construction,Firms,"14,321","1,737","6,327","2,715","1,852","12,631","1,401",188,"14,220",101
23499,All other heavy construction,Establishments,"14,541","1,737","6,330","2,715","1,858","12,640","1,418",253,"14,311",230
23499,All other heavy construction,Employment,"176,475",0,"13,258","17,855","24,721","55,834","50,969","29,288","136,091","40,384"
23499,All other heavy construction,"Annual Payroll ($1,000)","7,200,646","80,126","410,501","581,578","910,559","1,982,764","1,989,196","1,396,358","5,368,318","1,832,328"
234990,All other heavy construction,Firms,"14,321","1,737","6,327","2,715","1,852","12,631","1,401",188,"14,220",101
234990,All other heavy construction,Establishments,"14,541","1,737","6,330","2,715","1,858","12,640","1,418",253,"14,311",230
234990,All other heavy construction,Employment,"176,475",0,"13,258","17,855","24,721","55,834","50,969","29,288","136,091","40,384"
234990,All other heavy construction,"Annual Payroll ($1,000)","7,200,646","80,126","410,501","581,578","910,559","1,982,764","1,989,196","1,396,358","5,368,318","1,832,328"
235,Special trade contractors,Firms,"438,162","61,749","213,658","78,506","45,705","399,618","34,130","3,883","437,631",531
235,Special trade contractors,Establishments,"442,616","61,751","213,671","78,524","45,752","399,698","34,462","4,587","438,747","3,869"
235,Special trade contractors,Employment,"3,973,814",0,"449,396","514,273","611,712","1,575,381","1,286,563","658,786","3,520,730","453,084"
235,Special trade contractors,"Annual Payroll ($1,000)","142,452,866","2,246,566","11,511,340","14,192,831","19,484,573","47,435,310","48,350,280","26,934,340","122,719,930","19,732,936"
2351,"Plumbing, heating, & air-conditioning contractors",Firms,"88,519","9,098","41,850","17,595","11,063","79,606","8,034",755,"88,395",124
2351,"Plumbing, heating, & air-conditioning contractors",Establishments,"89,550","9,098","41,851","17,598","11,069","79,616","8,088",851,"88,555",995
2351,"Plumbing, heating, & air-conditioning contractors",Employment,"898,440",0,"90,400","115,786","148,993","355,179","297,562","124,152","776,893","121,547"
2351,"Plumbing, heating, & air-conditioning contractors","Annual Payroll ($1,000)","34,507,914","360,885","2,331,273","3,411,773","5,074,568","11,178,499","12,056,634","5,738,807","28,973,940","5,533,974"
23511,"Plumbing, heating, & air-conditioning contractors",Firms,"88,519","9,098","41,850","17,595","11,063","79,606","8,034",755,"88,395",124
23511,"Plumbing, heating, & air-conditioning contractors",Establishments,"89,550","9,098","41,851","17,598","11,069","79,616","8,088",851,"88,555",995
23511,"Plumbing, heating, & air-conditioning contractors",Employment,"898,440",0,"90,400","115,786","148,993","355,179","297,562","124,152","776,893","121,547"
23511,"Plumbing, heating, & air-conditioning contractors","Annual Payroll ($1,000)","34,507,914","360,885","2,331,273","3,411,773","5,074,568","11,178,499","12,056,634","5,738,807","28,973,940","5,533,974"
235110,"Plumbing, heating, & air-conditioning contractors",Firms,"88,519","9,098","41,850","17,595","11,063","79,606","8,034",755,"88,395",124
235110,"Plumbing, heating, & air-conditioning contractors",Establishments,"89,550","9,098","41,851","17,598","11,069","79,616","8,088",851,"88,555",995
235110,"Plumbing, heating, & air-conditioning contractors",Employment,"898,440",0,"90,400","115,786","148,993","355,179","297,562","124,152","776,893","121,547"
235110,"Plumbing, heating, & air-conditioning contractors","Annual Payroll ($1,000)","34,507,914","360,885","2,331,273","3,411,773","5,074,568","11,178,499","12,056,634","5,738,807","28,973,940","5,533,974"
2352,Painting & wall covering contractors,Firms,"40,322","7,191","21,701","6,274","3,130","38,296","1,881",134,"40,311",11
2352,Painting & wall covering contractors,Establishments,"40,364","7,191","21,701","6,275","3,133","38,300","1,891",145,"40,336",28
2352,Painting & wall covering contractors,Employment,"220,433",0,"43,571","40,640","41,207","125,418","67,687","22,266","215,371","5,062"
2352,Painting & wall covering contractors,"Annual Payroll ($1,000)","6,300,673","193,084","1,005,293","975,290","1,111,635","3,285,302","2,162,940","722,376","6,170,618","130,055"
23521,Painting & wall covering contractors,Firms,"40,322","7,191","21,701","6,274","3,130","38,296","1,881",134,"40,311",11
23521,Painting & wall covering contractors,Establishments,"40,364","7,191","21,701","6,275","3,133","38,300","1,891",145,"40,336",28
23521,Painting & wall covering contractors,Employment,"220,433",0,"43,571","40,640","41,207","125,418","67,687","22,266","215,371","5,062"
23521,Painting & wall covering contractors,"Annual Payroll ($1,000)","6,300,673","193,084","1,005,293","975,290","1,111,635","3,285,302","2,162,940","722,376","6,170,618","130,055"
235210,Painting & wall covering contractors,Firms,"40,322","7,191","21,701","6,274","3,130","38,296","1,881",134,"40,311",11
235210,Painting & wall covering contractors,Establishments,"40,364","7,191","21,701","6,275","3,133","38,300","1,891",145,"40,336",28
235210,Painting & wall covering contractors,Employment,"220,433",0,"43,571","40,640","41,207","125,418","67,687","22,266","215,371","5,062"
235210,Painting & wall covering contractors,"Annual Payroll ($1,000)","6,300,673","193,084","1,005,293","975,290","1,111,635","3,285,302","2,162,940","722,376","6,170,618","130,055"
2353,Electrical contractors,Firms,"64,890","6,439","29,585","12,801","8,245","57,070","6,745",900,"64,715",175
2353,Electrical contractors,Establishments,"65,860","6,441","29,588","12,803","8,251","57,083","6,802","1,027","64,912",948
2353,Electrical contractors,Employment,"831,895",0,"64,314","84,380","110,883","259,577","260,247","159,594","679,418","152,477"
2353,Electrical contractors,"Annual Payroll ($1,000)","33,480,174","280,875","1,748,516","2,559,963","3,844,188","8,433,542","10,612,221","7,350,987","26,396,750","7,083,424"
23531,Electrical contractors,Firms,"64,890","6,439","29,585","12,801","8,245","57,070","6,745",900,"64,715",175
23531,Electrical contractors,Establishments,"65,860","6,441","29,588","12,803","8,251","57,083","6,802","1,027","64,912",948
23531,Electrical contractors,Employment,"831,895",0,"64,314","84,380","110,883","259,577","260,247","159,594","679,418","152,477"
23531,Electrical contractors,"Annual Payroll ($1,000)","33,480,174","280,875","1,748,516","2,559,963","3,844,188","8,433,542","10,612,221","7,350,987","26,396,750","7,083,424"
235310,Electrical contractors,Firms,"64,890","6,439","29,585","12,801","8,245","57,070","6,745",900,"64,715",175
235310,Electrical contractors,Establishments,"65,860","6,441","29,588","12,803","8,251","57,083","6,802","1,027","64,912",948
235310,Electrical contractors,Employment,"831,895",0,"64,314","84,380","110,883","259,577","260,247","159,594","679,418","152,477"
235310,Electrical contractors,"Annual Payroll ($1,000)","33,480,174","280,875","1,748,516","2,559,963","3,844,188","8,433,542","10,612,221","7,350,987","26,396,750","7,083,424"
2354,"Masonry, drywall, insulation, & tile contractors",Firms,"50,444","7,288","24,132","8,555","5,138","45,113","4,552",708,"50,373",71
2354,"Masonry, drywall, insulation, & tile contractors",Establishments,"50,885","7,288","24,134","8,557","5,141","45,120","4,572",764,"50,456",429
2354,"Masonry, drywall, insulation, & tile contractors",Employment,"529,521",0,"50,825","55,930","69,055","175,810","179,902","122,178","477,890","51,631"
2354,"Masonry, drywall, insulation, & tile contractors","Annual Payroll ($1,000)","17,188,600","264,439","1,252,319","1,394,459","1,998,252","4,909,469","6,143,947","4,427,349","15,480,765","1,707,835"
23541,Masonry & stone contractors,Firms,"23,630","3,828","11,724","4,200","2,066","21,818","1,605",190,"23,613",17
23541,Masonry & stone contractors,Establishments,"23,664","3,828","11,725","4,201","2,066","21,820","1,611",205,"23,636",28
23541,Masonry & stone contractors,Employment,"178,820",0,"24,868","27,330","27,346","79,544","62,149",[k],[m],[i]
23541,Masonry & stone contractors,"Annual Payroll ($1,000)","5,605,994","130,385","608,110","650,112","760,662","2,149,269","2,152,234",(D),(D),(D)
235410,Masonry & stone contractors,Firms,"23,630","3,828","11,724","4,200","2,066","21,818","1,605",190,"23,613",17
235410,Masonry & stone contractors,Establishments,"23,664","3,828","11,725","4,201","2,066","21,820","1,611",205,"23,636",28
235410,Masonry & stone contractors,Employment,"178,820",0,"24,868","27,330","27,346","79,544","62,149",[k],[m],[i]
235410,Masonry & stone contractors,"Annual Payroll ($1,000)","5,605,994","130,385","608,110","650,112","760,662","2,149,269","2,152,234",(D),(D),(D)
23542,"Drywall, plastering, acoustical, & insulation contractors",Firms,"19,940","2,568","8,755","3,267","2,384","16,974","2,437",475,"19,886",54
23542,"Drywall, plastering, acoustical, & insulation contractors",Establishments,"20,337","2,568","8,756","3,267","2,387","16,978","2,451",511,"19,940",397
23542,"Drywall, plastering, acoustical, & insulation contractors",Employment,"300,984",0,"18,514","21,393","32,588","72,495","98,566","85,118","256,179","44,805"
23542,"Drywall, plastering, acoustical, & insulation contractors","Annual Payroll ($1,000)","9,973,183","102,566","468,245","549,931","955,330","2,076,072","3,305,986","3,082,733","8,464,791","1,508,392"
235420,"Drywall, plastering, acoustical, & insulation contractors",Firms,"19,940","2,568","8,755","3,267","2,384","16,974","2,437",475,"19,886",54
235420,"Drywall, plastering, acoustical, & insulation contractors",Establishments,"20,337","2,568","8,756","3,267","2,387","16,978","2,451",511,"19,940",397
235420,"Drywall, plastering, acoustical, & insulation contractors",Employment,"300,984",0,"18,514","21,393","32,588","72,495","98,566","85,118","256,179","44,805"
235420,"Drywall, plastering, acoustical, & insulation contractors","Annual Payroll ($1,000)","9,973,183","102,566","468,245","549,931","955,330","2,076,072","3,305,986","3,082,733","8,464,791","1,508,392"
23543,"Tile, marble, terrazzo, & mosaic contractors",Firms,"6,877",892,"3,653","1,089",688,"6,322",510,43,"6,875",2
23543,"Tile, marble, terrazzo, & mosaic contractors",Establishments,"6,884",892,"3,653","1,089",688,"6,322",510,48,"6,880",4
23543,"Tile, marble, terrazzo, & mosaic contractors",Employment,"49,717",0,"7,443","7,207","9,121","23,771","19,187",[i],[k],[f]
23543,"Tile, marble, terrazzo, & mosaic contractors","Annual Payroll ($1,000)","1,609,423","31,488","175,964","194,416","282,260","684,128","685,727",(D),(D),(D)
235430,"Tile, marble, terrazzo, & mosaic contractors",Firms,"6,877",892,"3,653","1,089",688,"6,322",510,43,"6,875",2
235430,"Tile, marble, terrazzo, & mosaic contractors",Establishments,"6,884",892,"3,653","1,089",688,"6,322",510,48,"6,880",4
235430,"Tile, marble, terrazzo, & mosaic contractors",Employment,"49,717",0,"7,443","7,207","9,121","23,771","19,187",[i],[k],[f]
235430,"Tile, marble, terrazzo, & mosaic contractors","Annual Payroll ($1,000)","1,609,423","31,488","175,964","194,416","282,260","684,128","685,727",(D),(D),(D)
2355,Carpentry & floor contractors,Firms,"57,189","8,914","32,757","8,963","3,805","54,439","2,374",333,"57,146",43
2355,Carpentry & floor contractors,Establishments,"57,441","8,914","32,757","8,967","3,810","54,448","2,401",384,"57,233",208
2355,Carpentry & floor contractors,Employment,"337,558",0,"65,593","57,630","50,297","173,520","84,698","57,709","315,927","21,631"
2355,Carpentry & floor contractors,"Annual Payroll ($1,000)","9,951,543","245,901","1,491,686","1,428,060","1,448,243","4,613,890","2,851,003","1,853,587","9,318,480","633,063"
23551,Carpentry contractors,Firms,"44,239","6,986","25,227","7,105","2,882","42,200","1,723",280,"44,203",36
23551,Carpentry contractors,Establishments,"44,391","6,986","25,227","7,109","2,886","42,208","1,744",313,"44,265",126
23551,Carpentry contractors,Employment,"262,936",0,"50,912","45,695","37,905","134,512","61,696","48,975","245,183","17,753"
23551,Carpentry contractors,"Annual Payroll ($1,000)","7,507,081","187,074","1,174,083","1,115,894","1,061,923","3,538,974","2,000,732","1,469,781","7,009,487","497,594"
235510,Carpentry contractors,Firms,"44,239","6,986","25,227","7,105","2,882","42,200","1,723",280,"44,203",36
235510,Carpentry contractors,Establishments,"44,391","6,986","25,227","7,109","2,886","42,208","1,744",313,"44,265",126
235510,Carpentry contractors,Employment,"262,936",0,"50,912","45,695","37,905","134,512","61,696","48,975","245,183","17,753"
235510,Carpentry contractors,"Annual Payroll ($1,000)","7,507,081","187,074","1,174,083","1,115,894","1,061,923","3,538,974","2,000,732","1,469,781","7,009,487","497,594"
23552,Floor laying & other floor contractors,Firms,"12,953","1,928","7,530","1,858",923,"12,239",652,54,"12,945",8
23552,Floor laying & other floor contractors,Establishments,"13,050","1,928","7,530","1,858",924,"12,240",657,71,"12,968",82
23552,Floor laying & other floor contractors,Employment,"74,622",0,"14,681","11,935","12,392","39,008","23,002","8,734","70,744","3,878"
23552,Floor laying & other floor contractors,"Annual Payroll ($1,000)","2,444,462","58,827","317,603","312,166","386,320","1,074,916","850,271","383,806","2,308,993","135,469"
235520,Floor laying & other floor contractors,Firms,"12,953","1,928","7,530","1,858",923,"12,239",652,54,"12,945",8
235520,Floor laying & other floor contractors,Establishments,"13,050","1,928","7,530","1,858",924,"12,240",657,71,"12,968",82
235520,Floor laying & other floor contractors,Employment,"74,622",0,"14,681","11,935","12,392","39,008","23,002","8,734","70,744","3,878"
235520,Floor laying & other floor contractors,"Annual Payroll ($1,000)","2,444,462","58,827","317,603","312,166","386,320","1,074,916","850,271","383,806","2,308,993","135,469"
2356,"Roofing, siding, & sheet metal contractors",Firms,"30,127","4,470","14,435","5,207","3,181","27,293","2,572",236,"30,101",26
2356,"Roofing, siding, & sheet metal contractors",Establishments,"30,247","4,470","14,440","5,209","3,182","27,301","2,595",306,"30,202",45
2356,"Roofing, siding, & sheet metal contractors",Employment,"247,408",0,"30,183","34,126","42,758","107,067","97,389","36,088","240,544","6,864"
2356,"Roofing, siding, & sheet metal contractors","Annual Payroll ($1,000)","7,833,919","148,495","744,568","854,250","1,211,779","2,959,092","3,319,018","1,296,247","7,574,357","259,562"
23561,"Roofing, siding, & sheet metal contractors",Firms,"30,127","4,470","14,435","5,207","3,181","27,293","2,572",236,"30,101",26
23561,"Roofing, siding, & sheet metal contractors",Establishments,"30,247","4,470","14,440","5,209","3,182","27,301","2,595",306,"30,202",45
23561,"Roofing, siding, & sheet metal contractors",Employment,"247,408",0,"30,183","34,126","42,758","107,067","97,389","36,088","240,544","6,864"
23561,"Roofing, siding, & sheet metal contractors","Annual Payroll ($1,000)","7,833,919","148,495","744,568","854,250","1,211,779","2,959,092","3,319,018","1,296,247","7,574,357","259,562"
235610,"Roofing, siding, & sheet metal contractors",Firms,"30,127","4,470","14,435","5,207","3,181","27,293","2,572",236,"30,101",26
235610,"Roofing, siding, & sheet metal contractors",Establishments,"30,247","4,470","14,440","5,209","3,182","27,301","2,595",306,"30,202",45
235610,"Roofing, siding, & sheet metal contractors",Employment,"247,408",0,"30,183","34,126","42,758","107,067","97,389","36,088","240,544","6,864"
235610,"Roofing, siding, & sheet metal contractors","Annual Payroll ($1,000)","7,833,919","148,495","744,568","854,250","1,211,779","2,959,092","3,319,018","1,296,247","7,574,357","259,562"
2357,Concrete contractors,Firms,"30,639","5,151","12,457","6,182","3,720","27,510","2,793",291,"30,594",45
2357,Concrete contractors,Establishments,"30,743","5,151","12,457","6,183","3,721","27,512","2,802",318,"30,632",111
2357,Concrete contractors,Employment,"295,285",0,"27,577","40,936","49,900","118,413","104,096","48,719","271,228","24,057"
2357,Concrete contractors,"Annual Payroll ($1,000)","10,419,100","255,961","913,154","1,182,703","1,561,835","3,913,653","3,627,508","1,839,042","9,380,203","1,038,897"
23571,Concrete contractors,Firms,"30,639","5,151","12,457","6,182","3,720","27,510","2,793",291,"30,594",45
23571,Concrete contractors,Establishments,"30,743","5,151","12,457","6,183","3,721","27,512","2,802",318,"30,632",111
23571,Concrete contractors,Employment,"295,285",0,"27,577","40,936","49,900","118,413","104,096","48,719","271,228","24,057"
23571,Concrete contractors,"Annual Payroll ($1,000)","10,419,100","255,961","913,154","1,182,703","1,561,835","3,913,653","3,627,508","1,839,042","9,380,203","1,038,897"
235710,Concrete contractors,Firms,"30,639","5,151","12,457","6,182","3,720","27,510","2,793",291,"30,594",45
235710,Concrete contractors,Establishments,"30,743","5,151","12,457","6,183","3,721","27,512","2,802",318,"30,632",111
235710,Concrete contractors,Employment,"295,285",0,"27,577","40,936","49,900","118,413","104,096","48,719","271,228","24,057"
235710,Concrete contractors,"Annual Payroll ($1,000)","10,419,100","255,961","913,154","1,182,703","1,561,835","3,913,653","3,627,508","1,839,042","9,380,203","1,038,897"
2358,Water well drilling contractors,Firms,"3,648",305,"1,972",837,353,"3,467",167,11,"3,645",3
2358,Water well drilling contractors,Establishments,"3,722",305,"1,972",837,356,"3,470",172,27,"3,669",53
2358,Water well drilling contractors,Employment,"22,296",0,"4,361","5,443","4,604","14,408","5,249","1,246","20,903","1,393"
2358,Water well drilling contractors,"Annual Payroll ($1,000)","758,907","8,260","106,779","154,725","157,717","427,481","210,222","61,175","698,878","60,029"
23581,Water well drilling contractors,Firms,"3,648",305,"1,972",837,353,"3,467",167,11,"3,645",3
