NAICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CODE,NAICS DESCRIPTION,DATA TYPE,TOTAL,0-4,5-9,10-19,<20,20-99,100-499,<500,500+,,,,,,,,,,,,,,,,,,,,,
213,Support Activities for Mining,"Annual Payroll ($1,000)","16,241,383","563,427","456,360","809,667","1,829,454","2,505,709","2,120,665","6,455,828","9,785,555",,,,,,,,,,,,,,,,,,,,,
2131,Support Activities for Mining,Firms,"9,514","5,285","1,452","1,183","7,920","1,219",245,"9,384",130,,,,,,,,,,,,,,,,,,,,,
2131,Support Activities for Mining,Establishments,"11,167","5,301","1,482","1,241","8,024","1,455",499,"9,978","1,189",,,,,,,,,,,,,,,,,,,,,
2131,Support Activities for Mining,Employment,"256,301","7,802","9,635","16,027","33,464","47,768","36,966","118,198","138,103",,,,,,,,,,,,,,,,,,,,,
2131,Support Activities for Mining,"Annual Payroll ($1,000)","16,241,383","563,427","456,360","809,667","1,829,454","2,505,709","2,120,665","6,455,828","9,785,555",,,,,,,,,,,,,,,,,,,,,
21311,Support Activities for Mining,Firms,"9,514","5,285","1,452","1,183","7,920","1,219",245,"9,384",130,,,,,,,,,,,,,,,,,,,,,
21311,Support Activities for Mining,Establishments,"11,167","5,301","1,482","1,241","8,024","1,455",499,"9,978","1,189",,,,,,,,,,,,,,,,,,,,,
21311,Support Activities for Mining,Employment,"256,301","7,802","9,635","16,027","33,464","47,768","36,966","118,198","138,103",,,,,,,,,,,,,,,,,,,,,
21311,Support Activities for Mining,"Annual Payroll ($1,000)","16,241,383","563,427","456,360","809,667","1,829,454","2,505,709","2,120,665","6,455,828","9,785,555",,,,,,,,,,,,,,,,,,,,,
213111,Drilling Oil and Gas Wells,Firms,"1,997","1,126",265,203,"1,594",288,68,"1,950",47,,,,,,,,,,,,,,,,,,,,,
213111,Drilling Oil and Gas Wells,Establishments,"2,307","1,134",268,212,"1,614",342,112,"2,068",239,,,,,,,,,,,,,,,,,,,,,
213111,Drilling Oil and Gas Wells,Employment,"85,296","1,526","1,743","2,772","6,041","12,096","11,106","29,243","56,053",,,,,,,,,,,,,,,,,,,,,
213111,Drilling Oil and Gas Wells,"Annual Payroll ($1,000)","5,057,492","159,899","86,596","147,224","393,719","665,619","589,826","1,649,164","3,408,328",,,,,,,,,,,,,,,,,,,,,
213112,Support Activities for Oil and Gas Operations,Firms,"6,845","3,891","1,070",840,"5,801",812,149,"6,762",83,,,,,,,,,,,,,,,,,,,,,
213112,Support Activities for Oil and Gas Operations,Establishments,"8,008","3,897","1,094",876,"5,867",968,318,"7,153",855,,,,,,,,,,,,,,,,,,,,,
213112,Support Activities for Oil and Gas Operations,Employment,"155,404","5,858","7,120","11,300","24,278","30,917","21,536","76,731","78,673",,,,,,,,,,,,,,,,,,,,,
213112,Support Activities for Oil and Gas Operations,"Annual Payroll ($1,000)","10,259,207","370,132","335,192","571,592","1,276,916","1,616,782","1,266,774","4,160,472","6,098,735",,,,,,,,,,,,,,,,,,,,,
213113,Support Activities for Coal Mining,Firms,324,122,49,65,236,63,13,312,12,,,,,,,,,,,,,,,,,,,,,
213113,Support Activities for Coal Mining,Establishments,368,123,51,69,243,74,30,347,21,,,,,,,,,,,,,,,,,,,,,
213113,Support Activities for Coal Mining,Employment,"7,954",201,321,889,"1,411","2,503","2,006","5,920","2,034",,,,,,,,,,,,,,,,,,,,,
213113,Support Activities for Coal Mining,"Annual Payroll ($1,000)","442,937","14,607","11,534","38,938","65,079","111,145","104,231","280,455","162,482",,,,,,,,,,,,,,,,,,,,,
213114,Support Activities for Metal Mining,Firms,107,49,18,12,79,11,12,102,5,,,,,,,,,,,,,,,,,,,,,
213114,Support Activities for Metal Mining,Establishments,186,49,18,14,81,15,25,121,65,,,,,,,,,,,,,,,,,,,,,
213114,Support Activities for Metal Mining,Employment,"2,971",[b],114,162,[e],338,"1,305",[g],[f],,,,,,,,,,,,,,,,,,,,,
213114,Support Activities for Metal Mining,"Annual Payroll ($1,000)","235,789",(D),"8,073","12,428",(D),"17,135","100,114",(D),(D),,,,,,,,,,,,,,,,,,,,,
213115,Support Activities for Nonmetallic Minerals (except Fuels),Firms,280,98,51,65,214,49,10,273,7,,,,,,,,,,,,,,,,,,,,,
213115,Support Activities for Nonmetallic Minerals (except Fuels),Establishments,298,98,51,70,219,56,14,289,9,,,,,,,,,,,,,,,,,,,,,
213115,Support Activities for Nonmetallic Minerals (except Fuels),Employment,"4,676",[c],337,904,[g],"1,914","1,013",[h],[e],,,,,,,,,,,,,,,,,,,,,
213115,Support Activities for Nonmetallic Minerals (except Fuels),"Annual Payroll ($1,000)","245,958",(D),"14,965","39,485",(D),"95,028","59,720",(D),(D),,,,,,,,,,,,,,,,,,,,,
22,Utilities,Firms,"6,554","3,440","1,227",521,"5,188",877,292,"6,357",197,,,,,,,,,,,,,,,,,,,,,
22,Utilities,Establishments,"17,174","3,456","1,242",555,"5,253","1,413","1,187","7,853","9,321",,,,,,,,,,,,,,,,,,,,,
22,Utilities,Employment,"614,427","6,750","7,619","6,899","21,268","38,525","49,366","109,159","505,268",,,,,,,,,,,,,,,,,,,,,
22,Utilities,"Annual Payroll ($1,000)","47,692,490","247,250","241,179","331,069","819,498","2,110,701","3,061,698","5,991,897","41,700,593",,,,,,,,,,,,,,,,,,,,,
221,Utilities,Firms,"6,554","3,440","1,227",521,"5,188",877,292,"6,357",197,,,,,,,,,,,,,,,,,,,,,
221,Utilities,Establishments,"17,174","3,456","1,242",555,"5,253","1,413","1,187","7,853","9,321",,,,,,,,,,,,,,,,,,,,,
221,Utilities,Employment,"614,427","6,750","7,619","6,899","21,268","38,525","49,366","109,159","505,268",,,,,,,,,,,,,,,,,,,,,
221,Utilities,"Annual Payroll ($1,000)","47,692,490","247,250","241,179","331,069","819,498","2,110,701","3,061,698","5,991,897","41,700,593",,,,,,,,,,,,,,,,,,,,,
2211,"Electric Power Generation, Transmission and Distribution",Firms,"1,668",342,126,159,627,670,237,"1,534",134,,,,,,,,,,,,,,,,,,,,,
2211,"Electric Power Generation, Transmission and Distribution",Establishments,"9,494",349,132,178,659,"1,096",887,"2,642","6,852",,,,,,,,,,,,,,,,,,,,,
2211,"Electric Power Generation, Transmission and Distribution",Employment,"493,670",528,807,"2,225","3,560","31,185","39,148","73,893","419,777",,,,,,,,,,,,,,,,,,,,,
2211,"Electric Power Generation, Transmission and Distribution","Annual Payroll ($1,000)","39,900,474","70,450","52,311","136,516","259,277","1,754,678","2,427,865","4,441,820","35,458,654",,,,,,,,,,,,,,,,,,,,,
22111,Electric Power Generation,Firms,524,188,54,51,293,85,50,428,96,,,,,,,,,,,,,,,,,,,,,
22111,Electric Power Generation,Establishments,"2,101",191,54,56,301,138,182,621,"1,480",,,,,,,,,,,,,,,,,,,,,
22111,Electric Power Generation,Employment,"117,236",309,328,651,"1,288","3,391","8,134","12,813","104,423",,,,,,,,,,,,,,,,,,,,,
22111,Electric Power Generation,"Annual Payroll ($1,000)","9,869,408","28,654","20,777","46,940","96,371","231,972","616,393","944,736","8,924,672",,,,,,,,,,,,,,,,,,,,,
221111,Hydroelectric Power Generation,Firms,151,76,14,8,98,14,10,122,29,,,,,,,,,,,,,,,,,,,,,
221111,Hydroelectric Power Generation,Establishments,371,76,14,8,98,23,81,202,169,,,,,,,,,,,,,,,,,,,,,
221111,Hydroelectric Power Generation,Employment,"5,652",145,86,[b],[e],[e],762,"1,535","4,117",,,,,,,,,,,,,,,,,,,,,
